,codcliente,ingressi_condivisi
31376,117698,20
31377,117702,10
31378,117704,5
31379,117711,0
31380,117714,0
31381,117733,3
31382,117753,5
31383,117762,0
31384,117765,0
31385,117770,0
31386,117773,3
31387,117774,0
31388,117778,11
31389,117779,7
31390,117784,36
31391,117786,7
31392,117787,18
31393,117790,13
31394,117793,12
31395,117794,11
31396,117807,0
31397,117808,4
31398,117809,0
31399,117810,4
31400,117812,7
31401,117813,6
31402,117817,0
31403,117819,15
31404,117820,13
31405,117822,5
31406,117827,13
31407,117830,5
31408,117832,0
31409,117834,0
31410,117835,0
31411,117836,7
31412,117838,10
31413,117842,5
31414,117851,5
31415,117866,6
31416,117871,9
31417,117873,0
31418,117881,7
31419,117882,3
31420,117885,0
31421,117890,13
31422,117897,15
31423,117899,0
31424,117901,9
31425,117902,3
31426,117905,6
31427,117907,0
31428,117910,13
31429,117911,6
31430,117913,4
31431,117918,4
31432,117920,0
31433,117926,0
31434,117928,0
31435,117938,5
31436,117946,11
31437,117947,0
31438,117948,6
31439,117949,6
31440,117953,0
31441,117961,0
31442,117962,0
31443,117965,0
31444,117966,7
31445,117970,3
31446,117971,0
31447,117974,5
31448,117977,5
31449,117980,7
31450,117983,11
31451,117990,0
31452,117993,9
31453,117998,4
31454,118001,0
31455,118007,14
31456,118013,16
31457,118017,11
31458,118021,12
31459,118024,7
31460,118031,0
31461,118041,4
31462,118042,8
31463,118043,5
31464,118045,22
31465,118047,3
31466,118048,9
31467,118054,8
31468,118059,3
31469,118060,16
31470,118062,11
31471,118069,7
31472,118076,5
31473,118077,10
31474,118078,0
31475,118081,10
31476,118082,4
31477,118101,0
31478,118103,8
31479,118107,3
31480,118110,3
31481,118111,4
31482,118114,0
31483,118117,0
31484,118118,3
31485,118119,4
31486,118130,4
31487,118131,5
31488,118146,0
31489,118148,0
31490,118157,3
31491,118160,0
31492,118163,8
31493,118164,5
31494,118170,3
31495,118173,0
31496,118176,4
31497,118178,5
31498,118180,0
31499,118181,4
31500,118184,25
31501,118185,0
31502,118186,11
31503,118188,5
31504,118189,7
31505,118190,0
31506,118191,0
31507,118196,3
31508,118200,4
31509,118203,10
31510,118204,0
31511,118207,6
31512,118208,8
31513,118211,8
31514,118212,5
31515,118213,0
31516,118214,10
31517,118216,0
31518,118217,0
31519,118218,8
31520,118219,6
31521,118220,0
31522,118235,5
31523,118243,0
31524,118247,11
31525,118248,0
31526,118249,11
31527,118251,4
31528,118253,16
31529,118255,14
31530,118257,0
31531,118258,4
31532,118260,4
31533,118265,9
31534,118266,4
31535,118267,9
31536,118279,0
31537,118283,3
31538,118286,4
31539,118287,0
31540,118288,17
31541,118291,3
31542,118302,0
31543,118303,3
31544,118313,5
31545,118314,5
31546,118317,14
31547,118322,4
31548,118329,6
31549,118332,12
31550,118339,7
31551,118340,6
31552,118343,0
31553,118345,6
31554,118353,15
31555,118359,6
31556,118365,6
31557,118367,0
31558,118373,0
31559,118374,12
31560,118381,0
31561,118384,6
31562,118389,0
31563,118394,21
31564,118396,10
31565,118401,5
31566,118404,7
31567,118406,7
31568,118408,8
31569,118409,3
31570,118412,13
31571,118420,6
31572,118423,17
31573,118425,5
31574,118432,7
31575,118436,8
31576,118442,8
31577,118447,17
31578,118451,9
31579,118455,0
31580,118456,6
31581,118457,7
31582,118464,5
31583,118466,3
31584,118467,0
31585,118470,8
31586,118477,0
31587,118480,17
31588,118481,0
31589,118482,7
31590,118485,11
31591,118486,5
31592,118488,3
31593,118495,6
31594,118496,11
31595,118504,17
31596,118506,7
31597,118509,12
31598,118510,0
31599,118516,0
31600,118520,3
31601,118521,27
31602,118522,17
31603,118523,18
31604,118526,7
31605,118527,15
31606,118528,3
31607,118529,6
31608,118531,5
31609,118535,6
31610,118542,13
31611,118547,14
31612,118549,6
31613,118551,4
31614,118552,0
31615,118570,5
31616,118571,3
31617,118576,0
31618,118589,12
31619,118597,9
31620,118600,0
31621,118613,0
31622,118615,5
31623,118617,3
31624,118626,0
31625,118629,6
31626,118630,16
31627,118633,7
31628,118634,0
31629,118638,0
31630,118639,14
31631,118643,0
31632,118648,7
31633,118658,3
31634,118660,11
31635,118661,3
31636,118681,7
31637,118682,6
31638,118683,12
31639,118686,7
31640,118693,7
31641,118694,7
31642,118698,8
31643,118710,4
31644,118712,0
31645,118719,4
31646,118721,12
31647,118726,6
31648,118727,7
31649,118728,0
31650,118732,6
31651,118734,3
31652,118738,3
31653,118755,5
31654,118758,22
31655,118760,5
31656,118761,3
31657,118763,0
31658,118764,5
31659,118771,0
31660,118772,6
31661,118779,6
31662,118780,0
31663,118782,5
31664,118783,17
31665,118786,7
31666,118789,3
31667,118802,3
31668,118809,0
31669,118811,14
31670,118821,4
31671,118824,10
31672,118840,0
31673,118842,0
31674,118845,3
31675,118847,5
31676,118848,7
31677,118851,13
31678,118852,13
31679,118855,12
31680,118873,16
31681,118874,18
31682,118875,8
31683,118876,5
31684,118883,8
31685,118885,15
31686,118886,0
31687,118887,7
31688,118892,6
31689,118895,19
31690,118896,3
31691,118898,7
31692,118900,8
31693,118903,7
31694,118908,5
31695,118909,0
31696,118912,0
31697,118917,6
31698,118925,0
31699,118926,0
31700,118927,7
31701,118930,0
31702,118931,12
31703,118934,7
31704,118935,5
31705,118945,11
31706,118949,7
31707,118950,18
31708,118954,29
31709,118961,0
31710,118962,0
31711,118963,9
31712,118965,5
31713,118966,3
31714,118967,0
31715,118968,15
31716,118969,8
31717,118972,5
31718,118975,7
31719,118978,12
31720,118982,0
31721,118983,3
31722,118985,0
31723,118986,3
31724,118990,0
31725,118993,3
31726,118997,0
31727,118999,3
31728,119001,0
31729,119005,0
31730,119008,3
31731,119009,8
31732,119012,9
31733,119018,0
31734,119021,5
31735,119030,8
31736,119032,6
31737,119034,7
31738,119035,7
31739,119045,5
31740,119049,4
31741,119050,4
31742,119061,4
31743,119062,12
31744,119068,11
31745,119072,6
31746,119079,6
31747,119082,8
31748,119084,6
31749,119087,6
31750,119094,13
31751,119095,5
31752,119097,10
31753,119099,6
31754,119103,6
31755,119104,6
31756,119121,15
31757,119131,0
31758,119139,9
31759,119140,0
31760,119141,5
31761,119143,8
31762,119144,0
31763,119150,3
31764,119155,4
31765,119157,0
31766,119158,6
31767,119160,7
31768,119161,0
31769,119171,7
31770,119176,5
31771,119177,3
31772,119179,0
31773,119181,0
31774,119185,8
31775,119187,4
31776,119192,4
31777,119193,4
31778,119194,0
31779,119196,10
31780,119198,0
31781,119200,3
31782,119204,5
31783,119212,12
31784,119217,7
31785,119219,0
31786,119221,6
31787,119224,0
31788,119232,4
31789,119235,9
31790,119239,3
31791,119241,21
31792,119244,4
31793,119249,11
31794,119250,0
31795,119255,3
31796,119261,11
31797,119265,3
31798,119266,0
31799,119269,4
31800,119271,3
31801,119272,4
31802,119279,8
31803,119281,3
31804,119282,0
31805,119285,0
31806,119286,20
31807,119288,3
31808,119290,8
31809,119295,7
31810,119300,17
31811,119302,9
31812,119307,5
31813,119309,0
31814,119319,5
31815,119321,15
31816,119324,3
31817,119337,4
31818,119345,3
31819,119346,0
31820,119347,6
31821,119349,11
31822,119350,5
31823,119354,0
31824,119355,5
31825,119359,0
31826,119363,7
31827,119364,0
31828,119368,0
31829,119369,5
31830,119370,4
31831,119371,3
31832,119376,10
31833,119378,6
31834,119381,4
31835,119386,7
31836,119387,22
31837,119390,0
31838,119395,3
31839,119397,13
31840,119401,18
31841,119408,6
31842,119410,0
31843,119415,0
31844,119417,8
31845,119418,7
31846,119422,8
31847,119430,5
31848,119431,6
31849,119433,4
31850,119435,14
31851,119436,6
31852,119437,0
31853,119440,9
31854,119444,10
31855,119452,8
31856,119454,3
31857,119455,0
31858,119460,0
31859,119462,4
31860,119463,8
31861,119464,16
31862,119471,8
31863,119474,6
31864,119479,0
31865,119480,3
31866,119489,6
31867,119492,0
31868,119497,5
31869,119500,3
31870,119501,0
31871,119502,0
31872,119503,4
31873,119504,19
31874,119506,5
31875,119507,6
31876,119509,0
31877,119512,0
31878,119514,9
31879,119516,5
31880,119518,0
31881,119522,13
31882,119529,0
31883,119530,0
31884,119531,0
31885,119536,4
31886,119538,9
31887,119558,10
31888,119560,3
31889,119562,6
31890,119563,6
31891,119564,6
31892,119572,7
31893,119579,0
31894,119580,7
31895,119583,9
31896,119585,18
31897,119593,3
31898,119595,0
31899,119607,6
31900,119614,0
31901,119616,8
31902,119618,6
31903,119622,5
31904,119623,6
31905,119625,5
31906,119626,10
31907,119628,4
31908,119633,0
31909,119637,18
31910,119642,21
31911,119643,6
31912,119646,4
31913,119647,4
31914,119648,4
31915,119652,19
31916,119661,4
31917,119662,5
31918,119666,7
31919,119669,0
31920,119670,7
31921,119671,5
31922,119673,5
31923,119676,0
31924,119678,9
31925,119679,0
31926,119686,7
31927,119687,8
31928,119690,3
31929,119693,0
31930,119695,3
31931,119696,3
31932,119699,0
31933,119701,6
31934,119705,0
31935,119706,7
31936,119710,10
31937,119712,17
31938,119716,0
31939,119721,0
31940,119725,7
31941,119727,4
31942,119730,15
31943,119734,4
31944,119735,6
31945,119739,4
31946,119740,9
31947,119743,10
31948,119746,5
31949,119752,4
31950,119753,12
31951,119755,5
31952,119756,0
31953,119758,9
31954,119759,11
31955,119761,0
31956,119762,0
31957,119763,6
31958,119765,5
31959,119776,0
31960,119777,0
31961,119785,10
31962,119792,17
31963,119793,9
31964,119796,6
31965,119797,6
31966,119798,10
31967,119799,0
31968,119808,5
31969,119812,0
31970,119818,12
31971,119819,3
31972,119822,0
31973,119823,3
31974,119826,0
31975,119832,4
31976,119833,18
31977,119837,4
31978,119838,0
31979,119847,5
31980,119848,6
31981,119851,6
31982,119859,4
31983,119860,6
31984,119865,3
31985,119866,7
31986,119867,4
31987,119873,0
31988,119880,4
31989,119887,6
31990,119902,3
31991,119904,5
31992,119905,4
31993,119906,14
31994,119908,7
31995,119910,3
31996,119913,6
31997,119918,3
31998,119919,4
31999,119924,3
32000,119927,0
32001,119930,13
32002,119933,9
32003,119935,4
32004,119938,0
32005,119939,10
32006,119943,12
32007,119944,3
32008,119945,0
32009,119951,0
32010,119952,4
32011,119953,0
32012,119958,3
32013,119965,17
32014,119970,7
32015,119972,0
32016,119979,0
32017,119980,0
32018,119983,16
32019,119987,3
32020,119990,4
32021,119996,0
32022,120001,0
32023,120002,0
32024,120005,8
32025,120011,6
32026,120017,4
32027,120020,0
32028,120024,11
32029,120026,16
32030,120027,7
32031,120029,8
32032,120031,4
32033,120037,3
32034,120043,5
32035,120044,0
32036,120047,0
32037,120048,4
32038,120052,0
32039,120053,3
32040,120055,10
32041,120063,4
32042,120064,3
32043,120073,10
32044,120077,10
32045,120078,11
32046,120079,0
32047,120081,0
32048,120083,16
32049,120085,3
32050,120087,6
32051,120088,0
32052,120089,13
32053,120098,14
32054,120101,13
32055,120104,3
32056,120105,8
32057,120106,17
32058,120112,3
32059,120118,0
32060,120123,0
32061,120130,0
32062,120131,0
32063,120133,4
32064,120134,7
32065,120136,9
32066,120137,6
32067,120143,6
32068,120147,9
32069,120148,3
32070,120152,3
32071,120153,8
32072,120155,0
32073,120161,13
32074,120163,3
32075,120168,26
32076,120171,4
32077,120173,0
32078,120179,4
32079,120182,0
32080,120183,6
32081,120187,3
32082,120190,8
32083,120191,10
32084,120200,10
32085,120202,4
32086,120206,7
32087,120209,3
32088,120210,0
32089,120211,7
32090,120212,0
32091,120229,9
32092,120234,10
32093,120237,0
32094,120238,3
32095,120239,13
32096,120240,6
32097,120249,5
32098,120251,0
32099,120253,0
32100,120259,12
32101,120263,8
32102,120269,11
32103,120271,7
32104,120273,0
32105,120276,3
32106,120280,9
32107,120281,6
32108,120283,5
32109,120285,3
32110,120294,8
32111,120301,0
32112,120304,0
32113,120305,0
32114,120307,7
32115,120309,3
32116,120317,0
32117,120319,0
32118,120322,5
32119,120325,5
32120,120329,0
32121,120333,5
32122,120334,3
32123,120336,0
32124,120339,6
32125,120340,0
32126,120348,9
32127,120349,9
32128,120350,8
32129,120353,11
32130,120356,10
32131,120359,11
32132,120367,15
32133,120370,9
32134,120378,4
32135,120380,12
32136,120382,0
32137,120384,13
32138,120387,8
32139,120392,0
32140,120393,13
32141,120397,0
32142,120403,0
32143,120406,5
32144,120408,0
32145,120412,6
32146,120422,4
32147,120423,0
32148,120434,5
32149,120435,0
32150,120437,0
32151,120441,0
32152,120446,6
32153,120447,7
32154,120456,3
32155,120459,5
32156,120462,0
32157,120464,7
32158,120470,0
32159,120474,9
32160,120485,5
32161,120491,5
32162,120521,5
32163,120525,0
32164,120528,12
32165,120530,5
32166,120532,7
32167,120536,10
32168,120537,0
32169,120538,5
32170,120551,14
32171,120554,13
32172,120557,9
32173,120566,4
32174,120571,3
32175,120574,0
32176,120579,8
32177,120582,3
32178,120585,12
32179,120586,8
32180,120593,12
32181,120595,0
32182,120600,16
32183,120605,0
32184,120606,0
32185,120607,5
32186,120608,0
32187,120609,9
32188,120610,3
32189,120614,0
32190,120617,5
32191,120619,7
32192,120625,6
32193,120626,6
32194,120629,29
32195,120643,16
32196,120646,8
32197,120650,10
32198,120652,5
32199,120653,0
32200,120656,7
32201,120657,13
32202,120660,8
32203,120662,6
32204,120669,0
32205,120675,6
32206,120678,6
32207,120682,11
32208,120685,0
32209,120686,8
32210,120687,3
32211,120688,12
32212,120690,0
32213,120691,3
32214,120692,4
32215,120694,10
32216,120704,4
32217,120705,8
32218,120711,3
32219,120712,3
32220,120716,6
32221,120717,7
32222,120724,0
32223,120725,4
32224,120730,10
32225,120731,13
32226,120737,0
32227,120740,17
32228,120744,0
32229,120781,30
32230,120785,4
32231,120792,14
32232,120801,3
32233,120802,0
32234,120805,0
32235,120806,10
32236,120808,8
32237,120809,4
32238,120813,0
32239,120816,0
32240,120820,16
32241,120825,10
32242,120827,4
32243,120829,16
32244,120836,4
32245,120839,3
32246,120840,3
32247,120850,0
32248,120852,4
32249,120855,6
32250,120856,8
32251,120858,0
32252,120860,0
32253,120864,10
32254,120866,0
32255,120880,23
32256,120885,3
32257,120886,0
32258,120890,8
32259,120899,3
32260,120902,11
32261,120905,6
32262,120911,0
32263,120912,0
32264,120915,10
32265,120919,4
32266,120922,5
32267,120933,3
32268,120941,3
32269,120943,13
32270,120946,11
32271,120948,5
32272,120953,0
32273,120955,0
32274,120958,0
32275,120959,9
32276,120960,4
32277,120963,13
32278,120966,10
32279,120972,19
32280,120974,9
32281,120978,5
32282,120981,6
32283,120986,5
32284,120992,5
32285,120999,3
32286,121007,8
32287,121017,0
32288,121018,23
32289,121019,6
32290,121022,0
32291,121023,5
32292,121024,0
32293,121025,6
32294,121031,0
32295,121033,12
32296,121034,4
32297,121035,4
32298,121042,4
32299,121059,17
32300,121070,8
32301,121071,8
32302,121072,0
32303,121075,14
32304,121077,9
32305,121080,10
32306,121086,0
32307,121087,3
32308,121093,16
32309,121094,14
32310,121095,0
32311,121111,0
32312,121112,4
32313,121117,0
32314,121118,0
32315,121119,0
32316,121123,0
32317,121125,3
32318,121127,0
32319,121129,0
32320,121139,0
32321,121144,0
32322,121150,0
32323,121151,6
32324,121152,3
32325,121153,7
32326,121155,18
32327,121161,26
32328,121164,4
32329,121166,19
32330,121170,3
32331,121171,4
32332,121174,0
32333,121176,29
32334,121177,16
32335,121190,0
32336,121193,3
32337,121198,3
32338,121200,11
32339,121204,8
32340,121209,16
32341,121215,0
32342,121216,3
32343,121221,8
32344,121223,3
32345,121233,0
32346,121235,7
32347,121237,0
32348,121239,21
32349,121247,6
32350,121254,4
32351,121255,4
32352,121256,9
32353,121259,6
32354,121260,3
32355,121263,7
32356,121267,6
32357,121268,5
32358,121274,0
32359,121276,5
32360,121283,4
32361,121291,7
32362,121292,0
32363,121293,0
32364,121299,4
32365,121300,0
32366,121302,13
32367,121303,0
32368,121305,0
32369,121313,0
32370,121316,0
32371,121320,3
32372,121321,6
32373,121325,4
32374,121326,7
32375,121331,0
32376,121332,0
32377,121334,3
32378,121335,3
32379,121338,20
32380,121339,0
32381,121342,0
32382,121343,19
32383,121344,8
32384,121346,9
32385,121350,0
32386,121354,3
32387,121356,5
32388,121357,6
32389,121360,7
32390,121361,7
32391,121362,3
32392,121364,30
32393,121365,9
32394,121366,0
32395,121368,23
32396,121371,4
32397,121376,10
32398,121378,0
32399,121382,15
32400,121385,3
32401,121388,4
32402,121391,0
32403,121406,11
32404,121413,4
32405,121419,6
32406,121422,6
32407,121426,8
32408,121428,52
32409,121429,12
32410,121435,7
32411,121437,7
32412,121444,9
32413,121446,4
32414,121448,3
32415,121460,5
32416,121461,5
32417,121462,5
32418,121464,6
32419,121466,5
32420,121467,0
32421,121468,3
32422,121479,19
32423,121482,4
32424,121483,0
32425,121486,5
32426,121487,0
32427,121488,0
32428,121489,17
32429,121491,13
32430,121493,3
32431,121507,6
32432,121509,4
32433,121510,9
32434,121514,0
32435,121515,4
32436,121525,11
32437,121527,9
32438,121528,16
32439,121529,10
32440,121539,8
32441,121540,0
32442,121544,10
32443,121548,14
32444,121551,7
32445,121552,0
32446,121553,4
32447,121554,4
32448,121557,14
32449,121558,3
32450,121559,6
32451,121562,4
32452,121563,21
32453,121567,6
32454,121568,8
32455,121570,0
32456,121578,5
32457,121580,4
32458,121582,4
32459,121584,0
32460,121585,8
32461,121586,0
32462,121588,4
32463,121593,0
32464,121596,6
32465,121600,5
32466,121614,5
32467,121615,10
32468,121619,5
32469,121621,12
32470,121626,7
32471,121627,14
32472,121628,7
32473,121630,0
32474,121639,11
32475,121645,17
32476,121654,9
32477,121660,4
32478,121665,10
32479,121666,4
32480,121669,7
32481,121670,0
32482,121673,16
32483,121676,9
32484,121682,0
32485,121686,7
32486,121688,7
32487,121689,17
32488,121694,11
32489,121697,9
32490,121701,0
32491,121708,0
32492,121712,23
32493,121715,18
32494,121718,6
32495,121719,6
32496,121722,3
32497,121725,0
32498,121731,4
32499,121734,3
32500,121736,9
32501,121737,9
32502,121745,8
32503,121749,5
32504,121768,0
32505,121776,0
32506,121777,5
32507,121778,8
32508,121780,0
32509,121783,9
32510,121784,12
32511,121788,0
32512,121795,9
32513,121797,0
32514,121798,4
32515,121801,0
32516,121802,0
32517,121807,4
32518,121817,5
32519,121821,5
32520,121826,5
32521,121829,5
32522,121832,14
32523,121834,3
32524,121841,4
32525,121842,3
32526,121845,14
32527,121847,7
32528,121849,6
32529,121850,4
32530,121854,3
32531,121858,5
32532,121861,4
32533,121870,5
32534,121872,6
32535,121874,8
32536,121877,3
32537,121882,5
32538,121890,0
32539,121895,0
32540,121897,8
32541,121902,7
32542,121903,4
32543,121904,0
32544,121905,8
32545,121907,6
32546,121909,6
32547,121918,16
32548,121922,9
32549,121923,9
32550,121924,16
32551,121925,6
32552,121934,5
32553,121935,3
32554,121937,3
32555,121938,6
32556,121943,3
32557,121946,3
32558,121947,3
32559,121948,5
32560,121954,17
32561,121956,0
32562,121960,0
32563,121964,3
32564,121966,3
32565,121971,3
32566,121973,5
32567,121974,6
32568,121975,17
32569,121976,17
32570,121977,3
32571,121979,0
32572,121981,14
32573,121993,11
32574,121994,5
32575,121995,5
32576,121996,0
32577,122000,0
32578,122003,0
32579,122004,6
32580,122006,0
32581,122009,0
32582,122010,3
32583,122016,3
32584,122017,0
32585,122019,4
32586,122021,8
32587,122026,9
32588,122028,6
32589,122029,30
32590,122032,11
32591,122042,5
32592,122045,0
32593,122047,10
32594,122048,5
32595,122052,9
32596,122054,3
32597,122059,0
32598,122065,6
32599,122071,8
32600,122073,0
32601,122074,6
32602,122075,0
32603,122076,7
32604,122080,5
32605,122084,4
32606,122086,4
32607,122093,4
32608,122095,5
32609,122099,3
32610,122101,8
32611,122102,6
32612,122104,4
32613,122105,4
32614,122111,6
32615,122113,5
32616,122117,3
32617,122120,3
32618,122122,8
32619,122125,9
32620,122126,32
32621,122130,12
32622,122134,10
32623,122136,4
32624,122138,3
32625,122140,0
32626,122141,0
32627,122150,4
32628,122153,13
32629,122155,0
32630,122158,0
32631,122161,4
32632,122172,4
32633,122174,3
32634,122175,6
32635,122177,0
32636,122180,7
32637,122182,4
32638,122183,0
32639,122189,16
32640,122192,5
32641,122195,0
32642,122198,3
32643,122200,5
32644,122205,8
32645,122209,13
32646,122210,13
32647,122241,6
32648,122249,6
32649,122267,16
32650,122270,5
32651,122274,4
32652,122288,0
32653,122289,7
32654,122298,3
32655,122302,3
32656,122307,0
32657,122309,3
32658,122320,5
32659,122326,11
32660,122327,11
32661,122328,13
32662,122332,8
32663,122338,0
32664,122341,0
32665,122343,17
32666,122345,8
32667,122349,4
32668,122350,14
32669,122358,0
32670,122359,4
32671,122360,3
32672,122363,6
32673,122372,0
32674,122376,16
32675,122379,3
32676,122388,4
32677,122393,0
32678,122402,4
32679,122405,3
32680,122407,4
32681,122410,4
32682,122412,4
32683,122414,12
32684,122416,9
32685,122421,5
32686,122422,6
32687,122423,0
32688,122424,5
32689,122425,0
32690,122426,5
32691,122427,9
32692,122436,5
32693,122438,6
32694,122446,4
32695,122447,43
32696,122449,11
32697,122453,10
32698,122454,0
32699,122455,7
32700,122457,0
32701,122459,7
32702,122462,5
32703,122470,13
32704,122475,9
32705,122476,7
32706,122489,5
32707,122491,12
32708,122495,0
32709,122496,3
32710,122499,11
32711,122500,11
32712,122505,0
32713,122506,4
32714,122508,12
32715,122525,4
32716,122534,0
32717,122540,3
32718,122542,0
32719,122546,0
32720,122548,10
32721,122551,4
32722,122554,0
32723,122556,0
32724,122557,0
32725,122561,4
32726,122562,10
32727,122568,0
32728,122570,8
32729,122571,9
32730,122578,20
32731,122587,8
32732,122590,0
32733,122595,4
32734,122598,21
32735,122599,4
32736,122605,4
32737,122609,7
32738,122610,3
32739,122616,4
32740,122617,0
32741,122632,9
32742,122634,0
32743,122644,0
32744,122648,0
32745,122651,0
32746,122658,5
32747,122664,7
32748,122665,0
32749,122666,8
32750,122668,0
32751,122670,4
32752,122674,0
32753,122678,11
32754,122682,3
32755,122685,3
32756,122688,0
32757,122690,5
32758,122692,7
32759,122693,3
32760,122696,3
32761,122703,3
32762,122707,4
32763,122710,3
32764,122719,4
32765,122720,5
32766,122731,4
32767,122732,5
32768,122738,3
32769,122739,10
32770,122741,0
32771,122744,7
32772,122752,6
32773,122758,10
32774,122759,13
32775,122764,0
32776,122766,0
32777,122769,0
32778,122770,11
32779,122771,8
32780,122776,5
32781,122777,8
32782,122791,8
32783,122795,11
32784,122796,0
32785,122803,7
32786,122808,0
32787,122809,19
32788,122810,3
32789,122815,0
32790,122816,4
32791,122819,0
32792,122820,0
32793,122823,3
32794,122825,3
32795,122831,7
32796,122832,15
32797,122835,9
32798,122846,4
32799,122848,8
32800,122849,0
32801,122851,12
32802,122853,3
32803,122854,0
32804,122857,26
32805,122858,11
32806,122859,4
32807,122861,9
32808,122863,7
32809,122870,5
32810,122871,7
32811,122872,4
32812,122879,10
32813,122880,4
32814,122881,8
32815,122882,14
32816,122898,22
32817,122902,5
32818,122904,13
32819,122908,9
32820,122912,5
32821,122913,0
32822,122919,0
32823,122920,0
32824,122922,8
32825,122923,14
32826,122924,37
32827,122926,0
32828,122929,5
32829,122931,0
32830,122932,0
32831,122934,3
32832,122940,0
32833,122941,4
32834,122947,5
32835,122950,3
32836,122952,13
32837,122953,6
32838,122957,6
32839,122962,4
32840,122963,9
32841,122968,14
32842,122970,0
32843,122976,16
32844,122979,10
32845,122982,15
32846,122983,4
32847,122986,5
32848,122989,0
32849,122990,8
32850,122992,3
32851,122994,14
32852,122997,0
32853,122998,3
32854,123000,3
32855,123001,5
32856,123007,17
32857,123009,8
32858,123014,0
32859,123019,0
32860,123021,0
32861,123023,5
32862,123031,6
32863,123032,4
32864,123033,3
32865,123040,0
32866,123041,8
32867,123043,5
32868,123046,13
32869,123047,7
32870,123053,0
32871,123057,0
32872,123058,0
32873,123061,0
32874,123068,3
32875,123070,0
32876,123071,0
32877,123078,4
32878,123079,0
32879,123083,0
32880,123085,7
32881,123086,13
32882,123089,5
32883,123092,3
32884,123093,0
32885,123100,17
32886,123101,4
32887,123111,6
32888,123117,8
32889,123119,3
32890,123122,5
32891,123129,3
32892,123135,9
32893,123136,9
32894,123137,0
32895,123138,4
32896,123140,4
32897,123144,5
32898,123145,0
32899,123146,7
32900,123147,15
32901,123150,0
32902,123151,0
32903,123152,18
32904,123153,3
32905,123158,6
32906,123162,9
32907,123168,6
32908,123171,7
32909,123175,4
32910,123189,16
32911,123196,4
32912,123197,6
32913,123199,0
32914,123201,9
32915,123202,0
32916,123206,0
32917,123208,6
32918,123210,6
32919,123216,4
32920,123226,3
32921,123230,0
32922,123233,18
32923,123237,9
32924,123239,0
32925,123246,9
32926,123247,3
32927,123252,0
32928,123263,0
32929,123269,8
32930,123276,19
32931,123283,0
32932,123289,0
32933,123290,0
32934,123297,9
32935,123298,13
32936,123300,0
32937,123302,5
32938,123308,6
32939,123311,6
32940,123315,4
32941,123325,4
32942,123334,5
32943,123337,0
32944,123339,0
32945,123349,0
32946,123355,6
32947,123365,21
32948,123366,6
32949,123368,5
32950,123369,3
32951,123382,22
32952,123387,10
32953,123408,0
32954,123415,10
32955,123417,3
32956,123430,3
32957,123440,0
32958,123441,0
32959,123442,9
32960,123443,7
32961,123454,6
32962,123456,0
32963,123460,0
32964,123464,5
32965,123465,4
32966,123473,4
32967,123474,0
32968,123476,7
32969,123477,6
32970,123480,0
32971,123493,4
32972,123494,12
32973,123497,0
32974,123503,4
32975,123505,4
32976,123512,3
32977,123514,5
32978,123515,11
32979,123518,0
32980,123520,0
32981,123526,5
32982,123528,8
32983,123529,7
32984,123531,20
32985,123543,8
32986,123545,0
32987,123546,5
32988,123548,5
32989,123550,0
32990,123551,3
32991,123555,0
32992,123576,9
32993,123589,5
32994,123590,4
32995,123602,0
32996,123614,0
32997,123615,3
32998,123621,12
32999,123623,0
33000,123626,20
33001,123629,9
33002,123632,0
33003,123635,6
33004,123637,5
33005,123645,4
33006,123648,42
33007,123651,0
33008,123652,28
33009,123657,0
33010,123671,3
33011,123678,3
33012,123679,8
33013,123683,0
33014,123684,0
33015,123692,13
33016,123695,9
33017,123697,10
33018,123703,4
33019,123704,3
33020,123711,7
33021,123714,0
33022,123718,8
33023,123719,6
33024,123721,9
33025,123723,14
33026,123724,4
33027,123727,11
33028,123729,0
33029,123731,6
33030,123732,9
33031,123734,0
33032,123740,0
33033,123741,4
33034,123746,0
33035,123748,9
33036,123752,17
33037,123754,12
33038,123755,4
33039,123758,0
33040,123761,11
33041,123764,0
33042,123773,3
33043,123774,5
33044,123785,9
33045,123791,9
33046,123792,0
33047,123794,7
33048,123796,0
33049,123802,4
33050,123803,4
33051,123805,4
33052,123806,3
33053,123810,3
33054,123812,0
33055,123813,4
33056,123816,3
33057,123819,8
33058,123823,11
33059,123824,0
33060,123825,7
33061,123830,4
33062,123831,0
33063,123838,4
33064,123843,7
33065,123847,0
33066,123848,4
33067,123853,7
33068,123854,15
33069,123855,10
33070,123857,0
33071,123860,11
33072,123867,13
33073,123873,3
33074,123875,4
33075,123877,0
33076,123878,7
33077,123888,7
33078,123900,3
33079,123904,5
33080,123907,6
33081,123912,9
33082,123915,4
33083,123916,5
33084,123918,0
33085,123924,15
33086,123937,9
33087,123947,7
33088,123949,0
33089,123951,3
33090,123952,0
33091,123955,6
33092,123956,19
33093,123959,3
33094,123960,10
33095,123967,0
33096,123969,3
33097,123971,6
33098,123975,11
33099,123976,3
33100,123984,7
33101,123988,9
33102,123995,4
33103,124003,3
33104,124007,15
33105,124008,0
33106,124012,9
33107,124013,6
33108,124014,11
33109,124016,22
33110,124018,4
33111,124022,7
33112,124026,8
33113,124031,9
33114,124034,0
33115,124035,5
33116,124036,0
33117,124041,8
33118,124043,4
33119,124044,0
33120,124047,17
33121,124053,3
33122,124054,10
33123,124055,10
