,codcliente,ingressi_condivisi
10327,38247,0
10328,38250,0
10329,38252,10
10330,38253,11
10331,38254,19
10332,38256,4
10333,38260,0
10334,38262,0
10335,38263,12
10336,38267,0
10337,38272,0
10338,38273,3
10339,38279,8
10340,38280,6
10341,38284,0
10342,38287,5
10343,38289,6
10344,38291,0
10345,38292,3
10346,38294,9
10347,38297,0
10348,38300,7
10349,38303,13
10350,38304,0
10351,38305,0
10352,38311,0
10353,38318,5
10354,38321,0
10355,38324,15
10356,38325,6
10357,38326,11
10358,38332,6
10359,38335,3
10360,38336,4
10361,38337,3
10362,38338,9
10363,38347,10
10364,38349,11
10365,38353,6
10366,38354,16
10367,38356,0
10368,38362,6
10369,38364,5
10370,38367,0
10371,38369,0
10372,38371,4
10373,38374,4
10374,38376,11
10375,38382,6
10376,38388,4
10377,38395,9
10378,38399,9
10379,38401,4
10380,38409,0
10381,38411,3
10382,38412,0
10383,38418,12
10384,38421,4
10385,38422,8
10386,38425,16
10387,38426,9
10388,38438,0
10389,38440,6
10390,38442,4
10391,38444,6
10392,38445,7
10393,38446,9
10394,38447,14
10395,38448,3
10396,38449,10
10397,38450,5
10398,38452,9
10399,38458,0
10400,38459,11
10401,38461,0
10402,38462,7
10403,38470,3
10404,38472,0
10405,38473,9
10406,38474,10
10407,38476,13
10408,38479,13
10409,38480,11
10410,38481,4
10411,38482,0
10412,38488,16
10413,38492,13
10414,38493,4
10415,38494,0
10416,38498,6
10417,38516,4
10418,38518,7
10419,38519,3
10420,38524,11
10421,38529,7
10422,38533,0
10423,38538,3
10424,38541,3
10425,38544,0
10426,38550,10
10427,38551,0
10428,38553,0
10429,38556,5
10430,38559,4
10431,38564,9
10432,38566,0
10433,38582,6
10434,38584,9
10435,38585,4
10436,38587,0
10437,38593,3
10438,38603,4
10439,38611,0
10440,38623,22
10441,38624,4
10442,38625,11
10443,38629,7
10444,38630,15
10445,38632,0
10446,38635,6
10447,38642,23
10448,38645,9
10449,38649,4
10450,38652,10
10451,38653,10
10452,38655,5
10453,38656,23
10454,38657,4
10455,38662,0
10456,38665,3
10457,38666,10
10458,38667,0
10459,38674,4
10460,38681,13
10461,38688,4
10462,38691,6
10463,38694,0
10464,38698,8
10465,38700,9
10466,38701,8
10467,38703,8
10468,38704,8
10469,38706,11
10470,38709,5
10471,38711,12
10472,38713,9
10473,38717,4
10474,38719,6
10475,38722,9
10476,38726,10
10477,38730,3
10478,38734,5
10479,38737,3
10480,38740,0
10481,38741,8
10482,38742,0
10483,38743,11
10484,38744,3
10485,38753,3
10486,38755,0
10487,38760,5
10488,38761,0
10489,38763,7
10490,38767,6
10491,38770,21
10492,38775,5
10493,38777,14
10494,38782,0
10495,38791,0
10496,38792,5
10497,38793,4
10498,38794,0
10499,38797,11
10500,38798,14
10501,38808,4
10502,38810,11
10503,38811,0
10504,38814,9
10505,38816,0
10506,38818,6
10507,38823,10
10508,38824,6
10509,38825,14
10510,38837,3
10511,38838,4
10512,38839,0
10513,38842,7
10514,38843,0
10515,38844,6
10516,38851,23
10517,38852,0
10518,38870,11
10519,38873,0
10520,38874,5
10521,38877,9
10522,38879,0
10523,38882,4
10524,38886,4
10525,38889,3
10526,38890,3
10527,38893,0
10528,38897,0
10529,38899,6
10530,38901,3
10531,38905,5
10532,38907,14
10533,38915,4
10534,38918,7
10535,38922,6
10536,38935,6
10537,38938,12
10538,38943,3
10539,38945,0
10540,38948,9
10541,38949,4
10542,38959,8
10543,38961,0
10544,38968,3
10545,38974,39
10546,38978,15
10547,38981,13
10548,38984,3
10549,38985,8
10550,38989,7
10551,38992,21
10552,38994,0
10553,38995,12
10554,39005,0
10555,39008,3
10556,39010,3
10557,39011,3
10558,39017,12
10559,39021,6
10560,39023,0
10561,39024,8
10562,39025,0
10563,39030,8
10564,39032,0
10565,39036,8
10566,39039,4
10567,39040,8
10568,39047,5
10569,39051,8
10570,39055,10
10571,39057,10
10572,39063,3
10573,39066,15
10574,39074,12
10575,39075,8
10576,39078,11
10577,39084,0
10578,39086,3
10579,39087,6
10580,39088,0
10581,39090,5
10582,39093,6
10583,39095,0
10584,39100,3
10585,39103,0
10586,39108,8
10587,39111,0
10588,39112,0
10589,39115,12
10590,39120,5
10591,39125,10
10592,39127,47
10593,39128,0
10594,39129,3
10595,39133,12
10596,39136,7
10597,39138,0
10598,39139,0
10599,39144,3
10600,39161,8
10601,39162,16
10602,39166,12
10603,39169,10
10604,39174,5
10605,39183,3
10606,39185,9
10607,39191,0
10608,39197,18
10609,39202,5
10610,39205,0
10611,39212,7
10612,39213,4
10613,39215,8
10614,39218,4
10615,39223,0
10616,39225,4
10617,39226,0
10618,39228,3
10619,39232,0
10620,39233,10
10621,39238,6
10622,39239,3
10623,39240,5
10624,39243,0
10625,39246,3
10626,39247,4
10627,39249,5
10628,39252,4
10629,39256,0
10630,39267,3
10631,39271,11
10632,39273,15
10633,39275,8
10634,39277,6
10635,39282,4
10636,39287,18
10637,39288,0
10638,39292,7
10639,39302,5
10640,39304,3
10641,39307,11
10642,39319,3
10643,39325,5
10644,39333,0
10645,39336,10
10646,39338,15
10647,39341,10
10648,39345,12
10649,39346,7
10650,39349,0
10651,39350,0
10652,39355,3
10653,39356,4
10654,39358,0
10655,39365,0
10656,39371,0
10657,39372,11
10658,39379,3
10659,39387,9
10660,39390,6
10661,39391,12
10662,39393,0
10663,39396,0
10664,39397,5
10665,39400,13
10666,39401,0
10667,39402,3
10668,39405,15
10669,39407,0
10670,39408,0
10671,39409,4
10672,39411,0
10673,39413,0
10674,39414,4
10675,39419,5
10676,39421,27
10677,39424,0
10678,39427,6
10679,39428,5
10680,39430,0
10681,39434,14
10682,39436,23
10683,39442,4
10684,39445,6
10685,39447,6
10686,39453,4
10687,39454,0
10688,39456,12
10689,39458,6
10690,39459,0
10691,39460,4
10692,39461,0
10693,39466,14
10694,39468,23
10695,39471,0
10696,39473,3
10697,39475,5
10698,39477,6
10699,39483,8
10700,39484,5
10701,39485,14
10702,39488,12
10703,39491,12
10704,39493,9
10705,39497,12
10706,39501,10
10707,39504,14
10708,39505,7
10709,39508,12
10710,39509,0
10711,39511,5
10712,39513,5
10713,39519,4
10714,39521,5
10715,39523,29
10716,39524,7
10717,39525,0
10718,39529,8
10719,39531,7
10720,39538,0
10721,39541,5
10722,39543,5
10723,39548,18
10724,39550,5
10725,39555,5
10726,39557,12
10727,39558,3
10728,39562,0
10729,39563,3
10730,39564,4
10731,39565,3
10732,39567,5
10733,39569,5
10734,39575,0
10735,39580,8
10736,39583,0
10737,39586,8
10738,39590,14
10739,39591,4
10740,39592,3
10741,39594,0
10742,39596,0
10743,39598,6
10744,39601,10
10745,39603,0
10746,39606,4
10747,39608,0
10748,39610,10
10749,39612,8
10750,39614,5
10751,39618,0
10752,39619,8
10753,39624,4
10754,39625,6
10755,39628,8
10756,39631,5
10757,39633,0
10758,39634,4
10759,39635,7
10760,39637,0
10761,39642,0
10762,39643,0
10763,39644,10
10764,39646,3
10765,39648,0
10766,39658,0
10767,39661,0
10768,39666,5
10769,39668,8
10770,39669,3
10771,39671,8
10772,39673,0
10773,39676,0
10774,39677,0
10775,39678,5
10776,39682,0
10777,39684,5
10778,39686,3
10779,39689,0
10780,39691,4
10781,39708,22
10782,39710,5
10783,39712,5
10784,39714,4
10785,39717,0
10786,39719,7
10787,39723,15
10788,39724,16
10789,39726,9
10790,39727,7
10791,39731,3
10792,39733,7
10793,39741,0
10794,39743,12
10795,39745,6
10796,39746,3
10797,39751,11
10798,39752,16
10799,39753,7
10800,39767,4
10801,39773,4
10802,39774,7
10803,39775,3
10804,39776,0
10805,39779,13
10806,39781,0
10807,39782,7
10808,39785,13
10809,39788,15
10810,39791,5
10811,39792,3
10812,39800,3
10813,39803,18
10814,39807,4
10815,39816,5
10816,39817,6
10817,39818,6
10818,39820,9
10819,39822,16
10820,39826,0
10821,39832,0
10822,39835,4
10823,39841,5
10824,39843,0
10825,39845,4
10826,39846,0
10827,39848,5
10828,39851,10
10829,39855,5
10830,39864,0
10831,39865,4
10832,39870,0
10833,39871,3
10834,39874,4
10835,39875,3
10836,39877,7
10837,39878,7
10838,39882,6
10839,39885,3
10840,39886,0
10841,39887,8
10842,39888,7
10843,39893,5
10844,39902,0
10845,39905,37
10846,39907,7
10847,39908,0
10848,39911,7
10849,39913,6
10850,39915,6
10851,39919,4
10852,39922,3
10853,39923,3
10854,39929,3
10855,39930,42
10856,39933,18
10857,39934,0
10858,39935,7
10859,39941,4
10860,39942,5
10861,39943,7
10862,39946,3
10863,39952,7
10864,39955,0
10865,39956,3
10866,39957,0
10867,39958,0
10868,39965,10
10869,39970,14
10870,39972,8
10871,39973,62
10872,39975,0
10873,39982,8
10874,39984,3
10875,39993,3
10876,40004,3
10877,40005,4
10878,40006,5
10879,40007,4
10880,40009,6
10881,40012,8
10882,40014,0
10883,40019,3
10884,40023,0
10885,40024,27
10886,40032,18
10887,40034,9
10888,40037,5
10889,40045,16
10890,40047,0
10891,40049,12
10892,40060,0
10893,40063,0
10894,40070,0
10895,40072,7
10896,40074,13
10897,40077,3
10898,40078,7
10899,40079,8
10900,40089,0
10901,40100,8
10902,40102,14
10903,40108,5
10904,40130,4
10905,40133,5
10906,40140,0
10907,40144,6
10908,40148,15
10909,40152,0
10910,40154,0
10911,40155,5
10912,40158,3
10913,40159,4
10914,40160,6
10915,40161,8
10916,40162,0
10917,40163,3
10918,40164,0
10919,40165,6
10920,40167,8
10921,40172,0
10922,40174,3
10923,40175,3
10924,40178,4
10925,40180,7
10926,40183,8
10927,40186,3
10928,40187,21
10929,40196,6
10930,40200,11
10931,40201,8
10932,40203,4
10933,40206,18
10934,40211,3
10935,40213,4
10936,40214,0
10937,40217,3
10938,40219,22
10939,40221,3
10940,40225,8
10941,40227,0
10942,40230,0
10943,40231,3
10944,40234,4
10945,40236,0
10946,40239,7
10947,40241,5
10948,40242,8
10949,40247,3
10950,40253,0
10951,40256,3
10952,40260,4
10953,40262,3
10954,40266,15
10955,40269,0
10956,40270,4
10957,40272,3
10958,40275,5
10959,40278,0
10960,40279,4
10961,40281,7
10962,40283,10
10963,40284,9
10964,40285,10
10965,40286,0
10966,40287,3
10967,40288,3
10968,40291,4
10969,40304,10
10970,40313,7
10971,40314,9
10972,40320,11
10973,40321,3
10974,40323,6
10975,40326,18
10976,40329,6
10977,40334,3
10978,40339,21
10979,40342,10
10980,40348,10
10981,40351,7
10982,40353,11
10983,40358,0
10984,40359,0
10985,40364,7
10986,40371,5
10987,40376,13
10988,40378,7
10989,40385,0
10990,40387,0
10991,40390,6
10992,40391,8
10993,40392,6
10994,40398,21
10995,40402,0
10996,40403,4
10997,40406,9
10998,40407,17
10999,40409,0
11000,40410,0
11001,40420,0
11002,40426,8
11003,40430,0
11004,40431,8
11005,40432,6
11006,40435,0
11007,40443,4
11008,40444,5
11009,40446,16
11010,40447,10
11011,40454,16
11012,40456,13
11013,40457,8
11014,40459,5
11015,40460,10
11016,40461,7
11017,40462,8
11018,40472,0
11019,40475,0
11020,40484,0
11021,40485,0
11022,40487,0
11023,40488,13
11024,40492,0
11025,40494,9
11026,40499,4
11027,40502,0
11028,40503,0
11029,40505,13
11030,40506,0
11031,40508,0
11032,40509,6
11033,40516,3
11034,40519,6
11035,40522,7
11036,40526,0
11037,40531,10
11038,40536,5
11039,40538,5
11040,40539,0
11041,40541,7
11042,40542,0
11043,40545,13
11044,40550,24
11045,40554,0
11046,40565,8
11047,40567,0
11048,40580,5
11049,40581,5
11050,40587,7
11051,40591,0
11052,40592,0
11053,40595,0
11054,40598,5
11055,40600,10
11056,40604,11
11057,40609,0
11058,40613,3
11059,40617,15
11060,40621,3
11061,40623,6
11062,40628,7
11063,40630,6
11064,40632,4
11065,40633,4
11066,40645,0
11067,40648,5
11068,40649,18
11069,40650,10
11070,40657,3
11071,40659,5
11072,40660,0
11073,40671,10
11074,40674,0
11075,40676,13
11076,40681,9
11077,40685,9
11078,40687,4
11079,40691,0
11080,40692,0
11081,40693,0
11082,40695,3
11083,40699,0
11084,40700,3
11085,40701,11
11086,40702,0
11087,40703,4
11088,40704,3
11089,40706,14
11090,40712,7
11091,40714,4
11092,40715,11
11093,40719,10
11094,40721,4
11095,40722,8
11096,40725,8
11097,40726,9
11098,40727,4
11099,40728,5
11100,40729,0
11101,40730,5
11102,40733,0
11103,40734,0
11104,40740,15
11105,40742,3
11106,40744,19
11107,40746,8
11108,40753,0
11109,40754,0
11110,40756,6
11111,40757,0
11112,40758,4
11113,40759,3
11114,40765,0
11115,40766,5
11116,40768,6
11117,40770,5
11118,40773,3
11119,40775,3
11120,40776,11
11121,40777,5
11122,40778,3
11123,40787,5
11124,40798,6
11125,40800,6
11126,40801,4
11127,40802,7
11128,40805,12
11129,40810,0
11130,40815,7
11131,40819,0
11132,40820,6
11133,40822,4
11134,40828,6
11135,40829,6
11136,40833,3
11137,40834,0
11138,40837,5
11139,40841,3
11140,40843,21
11141,40847,11
11142,40853,11
11143,40855,16
11144,40861,7
11145,40864,12
11146,40866,10
11147,40870,3
11148,40876,6
11149,40877,9
11150,40879,0
11151,40883,4
11152,40918,14
11153,40920,3
11154,40922,11
11155,40947,15
11156,40952,0
11157,40955,6
11158,40960,3
11159,40968,12
11160,40970,5
11161,40972,0
11162,40973,3
11163,40982,6
11164,40985,0
11165,40986,14
11166,40995,0
11167,40996,6
11168,40998,15
11169,41001,0
11170,41013,0
11171,41022,6
11172,41025,7
11173,41029,7
11174,41031,3
11175,41036,14
11176,41038,3
11177,41040,3
11178,41043,0
11179,41044,0
11180,41045,0
11181,41046,15
11182,41052,11
11183,41055,15
11184,41059,0
11185,41062,3
11186,41068,14
11187,41071,0
11188,41074,3
11189,41075,13
11190,41082,7
11191,41084,7
11192,41086,0
11193,41088,10
11194,41090,4
11195,41091,14
11196,41092,15
11197,41094,10
11198,41098,8
11199,41102,10
11200,41104,3
11201,41106,6
11202,41107,14
11203,41109,6
11204,41116,13
11205,41117,4
11206,41118,7
11207,41120,6
11208,41121,10
11209,41124,0
11210,41125,11
11211,41126,10
11212,41127,0
11213,41128,0
11214,41129,3
11215,41133,8
11216,41136,0
11217,41137,0
11218,41141,8
11219,41144,12
11220,41149,7
11221,41150,0
11222,41152,11
11223,41153,11
11224,41154,7
11225,41156,0
11226,41158,8
11227,41159,6
11228,41172,0
11229,41174,5
11230,41176,0
11231,41185,0
11232,41189,4
11233,41190,5
11234,41192,0
11235,41196,0
11236,41197,3
11237,41209,5
11238,41210,0
11239,41213,9
11240,41214,6
11241,41218,0
11242,41220,3
11243,41221,8
11244,41225,4
11245,41228,12
11246,41233,12
11247,41237,13
11248,41243,9
11249,41246,4
11250,41250,7
11251,41253,5
11252,41264,0
11253,41271,16
11254,41274,5
11255,41275,3
11256,41276,0
11257,41279,3
11258,41283,4
11259,41284,10
11260,41285,6
11261,41288,0
11262,41297,0
11263,41299,0
11264,41314,3
11265,41324,8
11266,41330,0
11267,41337,0
11268,41339,0
11269,41341,3
11270,41348,3
11271,41352,4
11272,41354,4
11273,41355,9
11274,41357,0
11275,41359,3
11276,41368,5
11277,41375,0
11278,41381,6
11279,41383,6
11280,41388,4
11281,41391,4
11282,41394,0
11283,41403,0
11284,41404,3
11285,41407,0
11286,41418,6
11287,41422,4
11288,41423,14
11289,41425,9
11290,41428,17
11291,41430,3
11292,41431,7
11293,41432,8
11294,41437,6
11295,41441,12
11296,41444,3
11297,41445,11
11298,41446,12
11299,41447,5
11300,41448,9
11301,41455,5
11302,41457,6
11303,41458,5
11304,41461,10
11305,41462,0
11306,41463,10
11307,41466,0
11308,41468,0
11309,41471,18
11310,41473,15
11311,41474,5
11312,41475,0
11313,41483,0
11314,41485,5
11315,41493,4
11316,41496,8
11317,41497,5
11318,41502,0
11319,41508,0
11320,41538,7
11321,41540,5
11322,41543,5
11323,41544,3
11324,41545,6
11325,41547,0
11326,41548,0
11327,41551,13
11328,41553,0
11329,41556,4
11330,41558,11
11331,41561,5
11332,41569,6
11333,41571,10
11334,41574,11
11335,41575,0
11336,41577,12
11337,41578,0
11338,41580,3
11339,41583,13
11340,41592,6
11341,41595,11
11342,41597,5
11343,41598,12
11344,41600,0
11345,41609,10
11346,41610,0
11347,41616,7
11348,41618,7
11349,41619,4
11350,41621,14
11351,41626,15
11352,41627,7
11353,41628,4
11354,41629,14
11355,41634,5
11356,41637,7
11357,41639,0
11358,41640,3
11359,41642,15
11360,41649,3
11361,41650,13
11362,41658,0
11363,41661,10
11364,41662,4
11365,41669,4
11366,41672,0
11367,41676,5
11368,41681,0
11369,41685,9
11370,41687,13
11371,41695,3
11372,41697,9
11373,41699,4
11374,41700,5
11375,41703,4
11376,41707,12
11377,41711,12
11378,41712,0
11379,41713,8
11380,41714,4
11381,41719,4
11382,41724,10
11383,41736,0
11384,41740,8
11385,41744,9
11386,41753,7
11387,41754,0
11388,41760,17
11389,41761,15
11390,41762,0
11391,41763,5
11392,41764,0
11393,41765,4
11394,41768,8
11395,41770,7
11396,41771,9
11397,41772,0
11398,41775,0
11399,41778,10
11400,41779,12
11401,41780,4
11402,41782,3
11403,41783,6
11404,41786,3
11405,41792,4
11406,41797,3
11407,41804,7
11408,41806,7
11409,41816,7
11410,41817,12
11411,41818,3
11412,41819,9
11413,41823,3
11414,41825,10
11415,41827,6
11416,41828,5
11417,41829,5
11418,41833,5
11419,41838,0
11420,41839,9
11421,41841,0
11422,41843,7
11423,41848,23
11424,41856,6
11425,41860,5
11426,41861,8
11427,41877,0
11428,41881,6
11429,41883,5
11430,41886,0
11431,41887,10
11432,41889,0
11433,41890,4
11434,41898,3
11435,41904,5
11436,41905,8
11437,41918,6
11438,41930,4
11439,41936,0
11440,41939,8
11441,41940,7
11442,41942,0
11443,41943,10
11444,41956,17
11445,41961,0
11446,41963,14
11447,41970,0
11448,41971,4
11449,41979,6
11450,41982,5
11451,41988,13
11452,41989,6
11453,41992,15
11454,41995,6
11455,41998,19
11456,42003,6
11457,42004,4
11458,42005,8
11459,42006,6
11460,42008,10
11461,42009,6
11462,42010,3
11463,42015,0
11464,42017,0
11465,42019,6
11466,42035,6
11467,42036,6
11468,42037,7
11469,42039,8
11470,42040,8
11471,42043,4
11472,42044,9
11473,42046,3
11474,42047,3
11475,42055,0
11476,42064,3
11477,42067,14
11478,42073,8
11479,42080,0
11480,42083,9
11481,42084,3
11482,42097,5
11483,42098,9
11484,42101,33
11485,42103,12
11486,42104,5
11487,42105,5
11488,42119,17
11489,42127,10
11490,42129,11
11491,42134,4
11492,42139,0
11493,42145,0
11494,42155,0
11495,42166,11
11496,42167,5
11497,42169,32
11498,42170,6
11499,42173,5
11500,42175,8
11501,42176,0
11502,42177,0
11503,42181,5
11504,42183,0
11505,42198,20
11506,42203,8
11507,42214,3
11508,42216,20
11509,42221,0
11510,42226,3
11511,42228,6
11512,42236,4
11513,42237,6
11514,42238,0
11515,42241,5
11516,42248,0
11517,42250,10
11518,42251,3
11519,42255,5
11520,42257,23
11521,42265,0
11522,42275,13
11523,42278,6
11524,42279,5
11525,42289,11
11526,42295,12
11527,42296,3
11528,42302,0
11529,42303,5
11530,42305,0
11531,42311,4
11532,42315,8
11533,42324,9
11534,42336,6
11535,42342,3
11536,42343,0
11537,42347,11
11538,42354,3
11539,42356,4
11540,42357,7
11541,42366,0
11542,42371,4
11543,42374,18
11544,42384,0
11545,42393,10
11546,42398,5
11547,42405,4
11548,42407,0
11549,42412,0
11550,42413,17
11551,42416,15
11552,42419,0
11553,42424,7
11554,42436,3
11555,42439,0
11556,42444,10
11557,42451,11
11558,42454,6
11559,42456,9
11560,42460,5
11561,42462,0
11562,42465,0
11563,42484,12
11564,42488,6
11565,42489,0
11566,42499,0
11567,42511,7
11568,42513,13
11569,42514,12
11570,42518,0
11571,42520,0
11572,42521,11
11573,42526,3
11574,42527,7
11575,42530,7
11576,42535,16
11577,42536,3
11578,42539,16
11579,42544,6
11580,42559,6
11581,42560,0
11582,42562,5
11583,42567,4
11584,42570,0
11585,42579,6
11586,42591,5
11587,42594,3
11588,42596,8
11589,42600,3
11590,42602,0
11591,42606,0
11592,42607,0
11593,42608,5
11594,42613,0
11595,42614,4
11596,42615,4
11597,42616,7
11598,42617,20
11599,42624,7
11600,42627,3
11601,42633,0
11602,42639,0
11603,42640,0
11604,42642,11
11605,42660,7
11606,42661,7
11607,42664,3
11608,42668,12
11609,42674,0
11610,42677,8
11611,42680,4
11612,42685,0
11613,42687,6
11614,42691,4
11615,42693,0
11616,42699,6
11617,42701,8
11618,42703,0
11619,42704,10
11620,42710,9
11621,42715,7
11622,42716,0
11623,42717,11
11624,42724,6
11625,42727,0
11626,42734,5
11627,42737,0
11628,42738,9
11629,42739,0
11630,42743,6
11631,42744,17
11632,42748,0
11633,42755,4
11634,42759,8
11635,42762,0
11636,42763,0
11637,42764,0
11638,42765,3
11639,42769,3
11640,42771,5
11641,42777,4
11642,42778,0
11643,42782,0
11644,42786,7
11645,42787,0
11646,42791,6
11647,42794,7
11648,42795,0
11649,42796,8
11650,42803,8
11651,42804,0
11652,42806,11
11653,42809,0
11654,42812,3
11655,42817,0
11656,42822,3
11657,42823,3
11658,42824,0
11659,42836,0
11660,42838,0
11661,42840,0
11662,42841,14
11663,42845,9
11664,42847,7
11665,42848,4
11666,42849,3
11667,42850,8
11668,42853,9
11669,42854,7
11670,42856,3
11671,42859,0
11672,42860,5
11673,42861,5
11674,42866,6
11675,42871,4
11676,42872,0
11677,42877,0
11678,42879,13
11679,42880,7
11680,42893,5
11681,42895,14
11682,42897,7
11683,42900,0
11684,42908,0
11685,42909,7
11686,42911,8
11687,42917,3
11688,42920,0
11689,42928,3
11690,42929,0
11691,42933,9
11692,42935,0
11693,42936,8
11694,42940,0
11695,42945,3
11696,42947,9
11697,42949,6
11698,42956,5
11699,42962,0
11700,42965,7
11701,42967,5
11702,42968,20
11703,42970,14
11704,42973,0
11705,42975,5
11706,42980,8
11707,42983,3
11708,42985,0
11709,42991,10
11710,42996,3
11711,42998,6
11712,42999,4
11713,43000,10
11714,43004,3
11715,43013,4
11716,43014,0
11717,43018,4
11718,43021,5
11719,43024,4
11720,43031,6
11721,43033,0
11722,43038,5
11723,43040,16
11724,43042,0
11725,43051,0
11726,43055,0
11727,43056,3
11728,43063,3
11729,43065,0
11730,43066,5
11731,43067,5
11732,43068,9
11733,43072,3
11734,43073,0
11735,43078,17
11736,43080,4
11737,43086,4
11738,43091,6
11739,43093,4
11740,43099,0
11741,43107,0
11742,43112,0
11743,43117,7
11744,43119,0
11745,43122,16
11746,43124,0
11747,43126,4
11748,43130,4
11749,43131,13
11750,43138,16
11751,43141,3
11752,43144,20
11753,43147,0
11754,43148,0
11755,43151,0
11756,43153,15
11757,43162,0
11758,43164,0
11759,43166,4
11760,43169,4
11761,43171,9
11762,43176,0
11763,43178,11
11764,43180,0
11765,43182,3
11766,43185,7
11767,43186,0
11768,43188,6
11769,43190,0
11770,43194,4
11771,43196,0
11772,43197,3
11773,43200,0
11774,43202,6
11775,43203,0
11776,43204,6
11777,43208,3
11778,43211,0
11779,43216,0
11780,43222,20
11781,43225,0
11782,43231,0
11783,43237,0
11784,43239,4
11785,43249,4
11786,43250,6
11787,43258,3
11788,43262,3
11789,43263,6
11790,43267,19
11791,43268,11
11792,43269,0
11793,43276,4
11794,43278,10
11795,43281,6
11796,43285,5
11797,43287,0
11798,43290,3
11799,43291,0
11800,43295,16
11801,43301,0
11802,43304,10
11803,43307,12
11804,43309,5
11805,43311,3
11806,43315,13
11807,43319,0
11808,43320,0
11809,43324,19
11810,43330,10
11811,43333,0
11812,43337,0
11813,43339,0
11814,43342,15
11815,43348,12
11816,43350,4
11817,43359,4
11818,43360,4
11819,43363,5
11820,43364,3
11821,43365,0
11822,43366,10
11823,43367,0
11824,43371,14
11825,43374,0
11826,43375,0
11827,43378,0
11828,43379,0
11829,43382,4
11830,43384,8
11831,43385,3
11832,43387,3
11833,43389,3
11834,43391,4
11835,43397,6
11836,43398,4
11837,43400,13
11838,43402,7
11839,43404,9
11840,43412,5
11841,43416,0
11842,43418,5
11843,43428,0
11844,43433,6
11845,43439,0
11846,43441,10
11847,43442,8
11848,43444,9
11849,43450,6
11850,43459,9
11851,43461,8
11852,43462,5
11853,43468,7
11854,43469,5
11855,43478,42
11856,43482,3
11857,43483,0
11858,43484,14
11859,43486,5
11860,43490,6
11861,43491,0
11862,43493,7
11863,43503,21
11864,43504,4
11865,43505,0
11866,43506,0
11867,43512,14
11868,43515,9
11869,43518,4
11870,43523,5
11871,43524,5
11872,43536,0
11873,43537,14
11874,43539,9
11875,43544,10
11876,43545,8
11877,43546,0
11878,43547,36
11879,43548,26
11880,43551,12
11881,43552,0
11882,43553,8
11883,43563,6
11884,43566,5
11885,43570,7
11886,43572,9
11887,43573,0
11888,43574,4
11889,43579,5
11890,43581,0
11891,43583,14
11892,43584,3
11893,43585,10
11894,43590,0
11895,43596,4
11896,43597,0
11897,43602,8
11898,43605,0
11899,43607,3
11900,43609,11
11901,43610,13
11902,43612,0
11903,43620,0
11904,43621,6
11905,43623,12
11906,43627,6
11907,43629,5
11908,43636,9
11909,43640,0
11910,43642,7
11911,43646,3
11912,43648,4
11913,43650,0
11914,43652,6
11915,43653,0
11916,43654,11
11917,43657,0
11918,43663,7
11919,43667,7
11920,43669,17
11921,43670,5
11922,43677,0
11923,43678,3
11924,43679,15
11925,43684,0
11926,43685,23
11927,43703,4
11928,43708,5
11929,43709,7
11930,43712,12
11931,43714,0
11932,43715,3
11933,43717,8
11934,43718,0
11935,43719,3
11936,43725,21
11937,43731,13
11938,43733,10
11939,43745,10
11940,43748,0
11941,43758,16
11942,43762,3
11943,43776,10
11944,43777,27
11945,43779,8
11946,43782,3
11947,43784,5
11948,43788,0
11949,43790,0
11950,43792,6
11951,43799,4
11952,43804,0
11953,43805,5
11954,43807,0
11955,43818,4
11956,43820,4
11957,43824,0
11958,43828,4
11959,43832,5
11960,43833,9
11961,43834,4
11962,43847,0
11963,43848,0
11964,43854,0
11965,43855,10
11966,43856,0
11967,43860,8
11968,43878,7
11969,43885,0
11970,43886,4
11971,43889,13
11972,43893,5
11973,43894,0
11974,43895,0
11975,43902,0
11976,43903,10
11977,43910,0
11978,43911,7
11979,43916,3
11980,43920,6
11981,43922,13
11982,43938,6
11983,43940,14
11984,43941,14
11985,43942,5
11986,43943,17
11987,43944,0
11988,43945,7
11989,43947,4
11990,43948,4
11991,43949,8
11992,43950,13
11993,43958,4
11994,43960,15
11995,43963,13
11996,43965,0
11997,43966,7
11998,43967,0
11999,43969,4
12000,43970,0
12001,43972,12
12002,43979,6
12003,43984,3
12004,43992,12
12005,43996,3
12006,43997,0
12007,44001,6
12008,44004,0
12009,44005,4
12010,44006,14
12011,44007,3
12012,44009,5
12013,44010,9
12014,44011,6
12015,44014,7
12016,44015,9
12017,44021,3
12018,44024,5
12019,44029,12
12020,44030,4
12021,44037,9
12022,44046,5
12023,44050,7
12024,44064,20
12025,44065,6
12026,44073,0
12027,44076,11
12028,44078,5
12029,44088,7
12030,44093,6
12031,44095,3
12032,44096,4
12033,44100,0
12034,44102,4
12035,44106,3
12036,44117,4
12037,44118,4
12038,44120,11
12039,44124,5
12040,44127,0
12041,44136,7
12042,44140,4
12043,44141,7
12044,44149,0
12045,44154,3
12046,44160,11
12047,44163,0
12048,44170,0
12049,44171,13
12050,44182,0
12051,44187,8
12052,44192,6
12053,44196,13
12054,44197,0
12055,44200,4
12056,44203,0
12057,44207,3
12058,44210,18
12059,44212,0
12060,44213,9
12061,44214,0
12062,44221,9
12063,44232,0
12064,44234,0
12065,44247,5
12066,44248,12
12067,44252,3
12068,44269,13
12069,44271,8
12070,44273,4
12071,44277,7
12072,44286,3
12073,44287,5
12074,44291,0
