,codcliente,numero_persone_diverse
6188,23602,22
6189,23605,10
6190,23608,9
6191,23611,19
6192,23615,31
6193,23617,12
6194,23619,0
6195,23621,0
6196,23623,0
6197,23624,11
6198,23632,12
6199,23638,0
6200,23639,3
6201,23641,6
6202,23642,0
6203,23643,0
6204,23644,12
6205,23651,31
6206,23652,0
6207,23653,35
6208,23654,3
6209,23657,0
6210,23658,11
6211,23660,12
6212,23665,11
6213,23669,23
6214,23672,0
6215,23673,15
6216,23675,9
6217,23679,7
6218,23682,17
6219,23685,0
6220,23687,12
6221,23696,9
6222,23702,21
6223,23704,6
6224,23705,32
6225,23709,3
6226,23713,0
6227,23721,0
6228,23724,7
6229,23729,29
6230,23735,19
6231,23737,35
6232,23742,0
6233,23743,16
6234,23756,31
6235,23757,15
6236,23762,0
6237,23776,12
6238,23780,14
6239,23784,25
6240,23790,21
6241,23792,10
6242,23797,24
6243,23801,15
6244,23810,30
6245,23811,23
6246,23812,8
6247,23819,32
6248,23822,35
6249,23824,0
6250,23830,0
6251,23844,25
6252,23853,24
6253,23859,6
6254,23861,26
6255,23866,0
6256,23868,4
6257,23870,22
6258,23872,7
6259,23874,25
6260,23877,10
6261,23881,0
6262,23889,0
6263,23897,0
6264,23898,6
6265,23899,23
6266,23902,0
6267,23908,15
6268,23927,26
6269,23928,18
6270,23937,27
6271,23939,13
6272,23947,29
6273,23951,0
6274,23955,27
6275,23956,30
6276,23960,0
6277,23975,22
6278,23977,22
6279,23980,13
6280,23985,6
6281,23987,17
6282,23989,5
6283,23999,0
6284,24000,25
6285,24001,35
6286,24004,0
6287,24012,16
6288,24013,32
6289,24016,23
6290,24022,32
6291,24023,30
6292,24026,6
6293,24027,0
6294,24028,24
6295,24038,0
6296,24039,7
6297,24042,7
6298,24044,8
6299,24049,0
6300,24056,22
6301,24060,0
6302,24061,4
6303,24062,20
6304,24064,23
6305,24070,21
6306,24071,35
6307,24072,23
6308,24085,32
6309,24092,4
6310,24093,21
6311,24101,12
6312,24103,8
6313,24104,20
6314,24105,0
6315,24109,14
6316,24110,7
6317,24114,8
6318,24115,34
6319,24116,0
6320,24119,8
6321,24120,0
6322,24122,0
6323,24127,0
6324,24129,24
6325,24130,20
6326,24134,0
6327,24141,17
6328,24144,4
6329,24145,22
6330,24146,3
6331,24148,25
6332,24153,18
6333,24159,6
6334,24168,33
6335,24170,28
6336,24171,29
6337,24173,5
6338,24174,24
6339,24177,7
6340,24185,30
6341,24188,17
6342,24190,0
6343,24192,0
6344,24194,9
6345,24210,30
6346,24212,0
6347,24214,10
6348,24218,9
6349,24219,31
6350,24220,20
6351,24222,20
6352,24233,21
6353,24239,7
6354,24243,2
6355,24244,26
6356,24247,28
6357,24259,14
6358,24265,12
6359,24268,0
6360,24269,2
6361,24270,1
6362,24273,12
6363,24282,0
6364,24284,0
6365,24286,4
6366,24296,19
6367,24299,18
6368,24302,6
6369,24306,13
6370,24314,24
6371,24321,6
6372,24323,25
6373,24330,13
6374,24333,0
6375,24336,9
6376,24341,10
6377,24347,32
6378,24349,33
6379,24351,9
6380,24356,9
6381,24360,0
6382,24368,22
6383,24369,0
6384,24370,23
6385,24378,27
6386,24383,21
6387,24385,5
6388,24395,32
6389,24399,30
6390,24400,27
6391,24403,10
6392,24418,13
6393,24421,17
6394,24422,0
6395,24427,19
6396,24429,0
6397,24430,20
6398,24432,1
6399,24437,15
6400,24438,0
6401,24441,29
6402,24443,30
6403,24444,22
6404,24447,21
6405,24450,19
6406,24455,15
6407,24467,27
6408,24470,0
6409,24471,20
6410,24473,8
6411,24474,0
6412,24486,4
6413,24489,3
6414,24490,11
6415,24495,6
6416,24496,0
6417,24503,23
6418,24504,30
6419,24506,0
6420,24507,0
6421,24510,8
6422,24511,31
6423,24513,20
6424,24516,0
6425,24517,27
6426,24519,0
6427,24522,0
6428,24526,0
6429,24529,8
6430,24531,0
6431,24534,15
6432,24535,11
6433,24544,0
6434,24545,0
6435,24550,25
6436,24555,30
6437,24559,2
6438,24571,10
6439,24572,17
6440,24574,0
6441,24585,5
6442,24591,35
6443,24592,34
6444,24594,7
6445,24595,31
6446,24599,0
6447,24610,0
6448,24613,23
6449,24617,16
6450,24619,32
6451,24620,6
6452,24621,0
6453,24630,0
6454,24631,11
6455,24633,10
6456,24634,26
6457,24635,22
6458,24636,0
6459,24643,14
6460,24648,7
6461,24650,0
6462,24652,5
6463,24656,17
6464,24657,27
6465,24658,0
6466,24660,0
6467,24662,8
6468,24665,0
6469,24671,29
6470,24673,0
6471,24681,28
6472,24683,0
6473,24685,9
6474,24690,0
6475,24693,0
6476,24696,28
6477,24700,25
6478,24703,34
6479,24705,0
6480,24711,0
6481,24712,34
6482,24713,11
6483,24720,28
6484,24730,27
6485,24731,26
6486,24734,24
6487,24738,3
6488,24741,34
6489,24754,0
6490,24755,0
6491,24757,24
6492,24759,0
6493,24760,0
6494,24769,7
6495,24773,7
6496,24782,20
6497,24783,14
6498,24784,0
6499,24786,18
6500,24788,0
6501,24792,4
6502,24797,10
6503,24799,26
6504,24804,0
6505,24805,15
6506,24807,19
6507,24810,8
6508,24811,8
6509,24814,31
6510,24822,21
6511,24827,0
6512,24828,6
6513,24831,9
6514,24834,7
6515,24836,24
6516,24839,5
6517,24843,0
6518,24844,0
6519,24849,10
6520,24850,26
6521,24854,15
6522,24857,0
6523,24861,4
6524,24865,6
6525,24871,5
6526,24877,0
6527,24879,0
6528,24880,0
6529,24885,1
6530,24888,27
6531,24889,5
6532,24890,34
6533,24896,0
6534,24899,33
6535,24900,0
6536,24912,3
6537,24913,3
6538,24918,8
6539,24920,17
6540,24925,13
6541,24933,0
6542,24936,3
6543,24945,10
6544,24951,1
6545,24953,0
6546,24956,18
6547,24961,0
6548,24963,28
6549,24965,29
6550,24968,31
6551,24969,27
6552,24976,26
6553,24977,0
6554,24982,12
6555,24984,15
6556,24985,12
6557,24988,24
6558,24992,28
6559,24994,31
6560,25000,27
6561,25008,10
6562,25012,6
6563,25022,4
6564,25025,35
6565,25029,0
6566,25031,4
6567,25032,25
6568,25033,14
6569,25037,0
6570,25040,34
6571,25049,4
6572,25052,24
6573,25053,8
6574,25059,14
6575,25062,0
6576,25066,35
6577,25076,12
6578,25077,27
6579,25086,9
6580,25089,0
6581,25090,0
6582,25091,6
6583,25093,0
6584,25097,1
6585,25098,0
6586,25100,0
6587,25104,6
6588,25106,19
6589,25107,21
6590,25111,0
6591,25112,0
6592,25114,0
6593,25121,18
6594,25122,27
6595,25124,10
6596,25126,0
6597,25127,0
6598,25135,0
6599,25138,0
6600,25139,21
6601,25140,24
6602,25141,26
6603,25143,5
6604,25145,34
6605,25146,31
6606,25150,0
6607,25156,8
6608,25163,7
6609,25168,21
6610,25169,0
6611,25173,29
6612,25178,1
6613,25179,34
6614,25186,27
6615,25187,26
6616,25193,27
6617,25196,22
6618,25199,24
6619,25203,8
6620,25206,0
6621,25207,14
6622,25208,14
6623,25210,6
6624,25211,0
6625,25213,23
6626,25215,8
6627,25216,0
6628,25219,15
6629,25234,3
6630,25237,12
6631,25244,21
6632,25246,25
6633,25251,3
6634,25252,13
6635,25255,3
6636,25262,27
6637,25263,13
6638,25267,9
6639,25275,16
6640,25280,34
6641,25293,0
6642,25295,0
6643,25298,16
6644,25300,0
6645,25303,34
6646,25314,8
6647,25318,28
6648,25319,0
6649,25325,22
6650,25326,22
6651,25327,6
6652,25333,0
6653,25335,33
6654,25337,14
6655,25338,6
6656,25341,3
6657,25342,0
6658,25349,33
6659,25358,0
6660,25361,26
6661,25367,0
6662,25372,0
6663,25377,0
6664,25382,35
6665,25385,0
6666,25391,8
6667,25398,0
6668,25400,0
6669,25403,15
6670,25404,14
6671,25407,7
6672,25410,27
6673,25411,13
6674,25415,4
6675,25418,11
6676,25421,12
6677,25424,13
6678,25433,0
6679,25435,32
6680,25442,17
6681,25445,0
6682,25454,0
6683,25460,20
6684,25462,19
6685,25464,7
6686,25465,24
6687,25470,0
6688,25471,4
6689,25485,0
6690,25492,0
6691,25493,23
6692,25499,0
6693,25502,27
6694,25504,11
6695,25505,0
6696,25508,30
6697,25516,0
6698,25517,5
6699,25518,32
6700,25524,28
6701,25526,17
6702,25527,29
6703,25535,30
6704,25536,22
6705,25540,20
6706,25541,0
6707,25543,7
6708,25549,0
6709,25550,25
6710,25557,0
6711,25564,35
6712,25566,16
6713,25569,21
6714,25574,13
6715,25581,10
6716,25586,0
6717,25589,27
6718,25598,6
6719,25599,25
6720,25600,5
6721,25604,9
6722,25616,23
6723,25619,0
6724,25623,4
6725,25635,1
6726,25640,0
6727,25652,14
6728,25654,33
6729,25660,13
6730,25661,0
6731,25662,11
6732,25664,3
6733,25666,0
6734,25669,16
6735,25674,17
6736,25683,13
6737,25684,4
6738,25691,18
6739,25696,30
6740,25702,21
6741,25703,32
6742,25706,4
6743,25707,8
6744,25712,23
6745,25716,30
6746,25719,0
6747,25720,21
6748,25727,10
6749,25730,6
6750,25731,20
6751,25735,0
6752,25737,2
6753,25743,25
6754,25744,0
6755,25745,22
6756,25747,25
6757,25748,0
6758,25751,6
6759,25756,24
6760,25761,18
6761,25762,18
6762,25767,0
6763,25769,0
6764,25772,22
6765,25777,0
6766,25779,16
6767,25780,16
6768,25781,0
6769,25783,30
6770,25785,16
6771,25786,35
6772,25789,8
6773,25790,9
6774,25796,5
6775,25797,35
6776,25798,7
6777,25803,0
6778,25819,0
6779,25823,23
6780,25825,33
6781,25827,33
6782,25830,23
6783,25831,4
6784,25832,12
6785,25837,6
6786,25851,22
6787,25853,33
6788,25854,13
6789,25855,17
6790,25856,21
6791,25857,0
6792,25859,0
6793,25861,3
6794,25862,12
6795,25863,0
6796,25869,0
6797,25878,0
6798,25880,12
6799,25886,25
6800,25888,22
6801,25893,25
6802,25894,13
6803,25898,23
6804,25900,7
6805,25901,0
6806,25904,22
6807,25905,24
6808,25912,29
6809,25932,30
6810,25934,29
6811,25935,11
6812,25940,19
6813,25942,31
6814,25948,14
6815,25949,9
6816,25953,0
6817,25958,11
6818,25959,0
6819,25964,16
6820,25967,0
6821,25973,27
6822,25975,26
6823,25980,0
6824,25984,32
6825,25985,12
6826,25986,11
6827,25998,26
6828,25999,7
6829,26000,15
6830,26003,0
6831,26005,0
6832,26007,19
6833,26009,30
6834,26010,0
6835,26011,10
6836,26012,34
6837,26014,5
6838,26015,0
6839,26027,0
6840,26030,10
6841,26039,8
6842,26042,7
6843,26051,8
6844,26052,17
6845,26053,13
6846,26072,0
6847,26076,7
6848,26081,28
6849,26083,23
6850,26086,12
6851,26087,27
6852,26090,21
6853,26094,22
6854,26100,25
6855,26103,31
6856,26104,21
6857,26110,0
6858,26114,27
6859,26116,0
6860,26117,10
6861,26123,0
6862,26139,8
6863,26142,0
6864,26143,0
6865,26154,24
6866,26157,12
6867,26170,27
6868,26172,0
6869,26180,10
6870,26184,28
6871,26188,23
6872,26194,23
6873,26200,20
6874,26201,20
6875,26202,6
6876,26206,15
6877,26207,0
6878,26214,16
6879,26221,23
6880,26223,0
6881,26225,0
6882,26228,31
6883,26231,0
6884,26235,13
6885,26236,32
6886,26240,28
6887,26241,32
6888,26242,15
6889,26247,11
6890,26254,12
6891,26262,27
6892,26268,15
6893,26275,9
6894,26290,7
6895,26291,13
6896,26298,0
6897,26300,0
6898,26302,21
6899,26304,26
6900,26306,25
6901,26314,0
6902,26318,0
6903,26328,10
6904,26330,30
6905,26332,21
6906,26333,28
6907,26334,25
6908,26339,0
6909,26343,24
6910,26349,13
6911,26355,22
6912,26359,0
6913,26364,0
6914,26369,0
6915,26372,32
6916,26381,15
6917,26388,0
6918,26390,35
6919,26392,5
6920,26393,26
6921,26405,5
6922,26408,14
6923,26410,10
6924,26411,0
6925,26423,29
6926,26424,31
6927,26427,0
6928,26432,17
6929,26434,28
6930,26436,12
6931,26437,10
6932,26438,27
6933,26439,23
6934,26444,2
6935,26449,6
6936,26452,0
6937,26453,21
6938,26456,13
6939,26458,0
6940,26460,9
6941,26462,15
6942,26465,33
6943,26467,3
6944,26470,11
6945,26472,10
6946,26474,25
6947,26477,25
6948,26478,5
6949,26479,20
6950,26481,34
6951,26489,33
6952,26490,0
6953,26493,3
6954,26497,0
6955,26504,0
6956,26507,4
6957,26510,0
6958,26511,1
6959,26516,0
6960,26518,7
6961,26524,28
6962,26525,15
6963,26526,15
6964,26528,0
6965,26531,0
6966,26532,19
6967,26533,24
6968,26534,9
6969,26535,20
6970,26540,29
6971,26541,21
6972,26543,6
6973,26544,13
6974,26547,25
6975,26554,31
6976,26556,11
6977,26557,26
6978,26568,30
6979,26569,0
6980,26572,4
6981,26576,0
6982,26578,0
6983,26582,0
6984,26587,0
6985,26589,1
6986,26590,8
6987,26598,2
6988,26605,6
6989,26608,26
6990,26620,20
6991,26625,22
6992,26629,19
6993,26633,28
6994,26634,19
6995,26640,22
6996,26642,3
6997,26643,3
6998,26647,6
6999,26648,9
7000,26649,0
7001,26653,0
7002,26654,5
7003,26659,16
7004,26674,0
7005,26675,33
7006,26679,17
7007,26684,0
7008,26696,0
7009,26706,5
7010,26711,13
7011,26713,26
7012,26714,0
7013,26715,0
7014,26716,1
7015,26718,0
7016,26720,35
7017,26721,0
7018,26724,0
7019,26732,14
7020,26733,14
7021,26734,24
7022,26735,11
7023,26747,0
7024,26749,10
7025,26754,8
7026,26755,10
7027,26756,19
7028,26757,20
7029,26759,33
7030,26769,8
7031,26773,0
7032,26777,0
7033,26780,0
7034,26782,12
7035,26783,11
7036,26784,19
7037,26785,27
7038,26793,33
7039,26794,17
7040,26798,0
7041,26804,2
7042,26811,14
7043,26813,20
7044,26815,0
7045,26817,22
7046,26821,18
7047,26822,22
7048,26830,22
7049,26836,16
7050,26837,25
7051,26841,0
7052,26853,0
7053,26857,0
7054,26860,7
7055,26875,31
7056,26881,20
7057,26884,9
7058,26886,29
7059,26887,6
7060,26889,28
7061,26891,5
7062,26893,13
7063,26894,0
7064,26895,0
7065,26900,24
7066,26902,20
7067,26905,8
7068,26906,3
7069,26907,7
7070,26909,0
7071,26910,2
7072,26911,22
7073,26919,10
7074,26931,20
7075,26942,20
7076,26947,31
7077,26956,0
7078,26957,30
7079,26959,19
7080,26961,0
7081,26963,0
7082,26965,1
7083,26969,20
7084,26978,20
7085,26983,0
7086,26987,13
7087,26988,32
7088,26989,0
7089,26991,0
7090,26992,0
7091,26998,15
7092,26999,4
7093,27000,34
7094,27006,0
7095,27008,7
7096,27012,0
7097,27018,16
7098,27020,2
7099,27021,0
7100,27023,29
7101,27028,35
7102,27029,35
7103,27032,0
7104,27033,9
7105,27037,18
7106,27039,3
7107,27043,0
7108,27045,0
7109,27046,0
7110,27047,10
7111,27051,0
7112,27054,21
7113,27059,29
7114,27063,21
7115,27066,18
7116,27067,4
7117,27068,8
7118,27071,32
7119,27074,0
7120,27078,10
7121,27079,14
7122,27083,0
7123,27087,0
7124,27092,22
7125,27094,12
7126,27099,28
7127,27100,16
7128,27102,24
7129,27103,10
7130,27111,20
7131,27118,0
7132,27119,0
7133,27121,0
7134,27123,0
7135,27134,22
7136,27135,9
7137,27138,25
7138,27144,7
7139,27146,13
7140,27153,0
7141,27157,8
7142,27160,11
7143,27164,21
7144,27168,18
7145,27171,34
7146,27173,28
7147,27175,20
7148,27178,15
7149,27182,10
7150,27185,0
7151,27187,14
7152,27188,8
7153,27189,11
7154,27190,4
7155,27196,11
7156,27201,19
7157,27202,0
7158,27203,0
7159,27208,15
7160,27211,0
7161,27215,3
7162,27218,23
7163,27220,0
7164,27221,0
7165,27224,28
7166,27227,33
7167,27228,26
7168,27230,28
7169,27232,35
7170,27233,7
7171,27235,28
7172,27239,6
7173,27241,6
7174,27243,0
7175,27245,21
7176,27247,0
7177,27255,23
7178,27257,17
7179,27258,24
7180,27262,28
7181,27273,0
7182,27277,19
7183,27279,25
7184,27284,13
7185,27291,25
7186,27294,12
7187,27295,0
7188,27296,6
7189,27298,18
7190,27306,0
7191,27311,23
7192,27314,0
7193,27317,5
7194,27320,0
7195,27323,9
7196,27324,10
7197,27327,7
7198,27329,13
7199,27332,0
7200,27335,34
7201,27337,0
7202,27347,31
7203,27348,31
7204,27356,0
7205,27357,29
7206,27363,24
7207,27366,10
7208,27371,32
7209,27373,7
7210,27385,12
7211,27387,0
7212,27391,0
7213,27392,35
7214,27393,23
7215,27397,28
7216,27399,0
7217,27401,22
7218,27403,17
7219,27405,0
7220,27407,32
7221,27408,33
7222,27427,22
7223,27433,0
7224,27434,32
7225,27436,10
7226,27441,13
7227,27449,5
7228,27451,23
7229,27454,16
7230,27457,4
7231,27463,13
7232,27468,22
7233,27469,20
7234,27471,19
7235,27473,4
7236,27474,16
7237,27477,0
7238,27486,17
7239,27488,33
7240,27489,33
7241,27504,4
7242,27505,0
7243,27513,8
7244,27525,12
7245,27527,7
7246,27528,11
7247,27529,22
7248,27536,0
7249,27541,20
7250,27543,12
7251,27549,19
7252,27553,18
7253,27554,33
7254,27555,0
7255,27556,21
7256,27561,0
7257,27567,8
7258,27568,0
7259,27569,15
7260,27571,12
7261,27572,31
7262,27578,27
7263,27582,11
7264,27583,0
7265,27584,28
7266,27590,32
7267,27591,16
7268,27592,24
7269,27593,25
7270,27596,16
7271,27598,8
7272,27600,27
7273,27606,9
7274,27609,30
7275,27614,15
7276,27619,9
7277,27622,11
7278,27624,24
7279,27633,34
7280,27634,14
7281,27637,8
7282,27638,30
7283,27641,34
7284,27652,27
7285,27655,19
7286,27656,32
7287,27660,11
7288,27661,30
7289,27662,4
7290,27667,21
7291,27670,24
7292,27677,32
7293,27678,10
7294,27679,15
7295,27687,20
7296,27690,26
7297,27700,0
7298,27701,4
7299,27705,29
7300,27708,5
7301,27710,15
7302,27715,0
7303,27717,25
7304,27718,29
7305,27726,24
7306,27727,0
7307,27730,12
7308,27731,25
7309,27733,14
7310,27734,17
7311,27735,12
7312,27736,0
7313,27740,21
7314,27745,18
7315,27748,0
7316,27760,5
7317,27763,1
7318,27767,3
7319,27780,13
7320,27785,17
7321,27789,3
7322,27793,0
7323,27796,6
7324,27798,4
7325,27805,15
7326,27812,0
7327,27818,0
7328,27822,0
7329,27824,0
7330,27827,0
7331,27828,31
7332,27829,19
7333,27833,11
7334,27838,0
7335,27849,10
7336,27852,0
7337,27854,33
7338,27855,0
7339,27865,22
7340,27866,28
7341,27867,0
7342,27872,15
7343,27876,0
7344,27882,31
7345,27885,35
7346,27886,13
7347,27889,20
7348,27894,33
7349,27897,4
7350,27901,19
7351,27902,0
7352,27907,32
7353,27912,5
7354,27914,32
7355,27921,23
7356,27923,15
7357,27931,0
7358,27932,4
7359,27935,23
7360,27936,0
7361,27937,10
7362,27940,16
7363,27951,13
7364,27956,10
7365,27958,0
7366,27966,28
7367,27970,34
7368,27971,2
7369,27972,22
7370,27976,0
7371,27979,0
7372,27982,21
7373,27983,13
7374,27985,33
7375,27986,34
7376,27987,0
7377,27994,9
7378,27996,0
7379,27997,0
7380,27998,0
7381,28007,23
7382,28013,0
7383,28017,17
7384,28019,22
7385,28020,7
7386,28025,0
7387,28033,24
7388,28034,9
7389,28037,11
7390,28046,17
7391,28050,14
7392,28055,16
7393,28058,5
7394,28061,24
7395,28064,3
7396,28075,4
7397,28077,7
7398,28079,15
7399,28086,13
7400,28090,0
7401,28094,23
7402,28099,9
7403,28100,0
7404,28101,32
7405,28102,35
7406,28106,14
7407,28107,33
7408,28108,30
7409,28111,0
7410,28113,18
7411,28120,0
7412,28122,22
7413,28123,9
7414,28127,26
7415,28129,13
7416,28131,24
7417,28132,0
7418,28136,0
7419,28138,17
7420,28140,0
7421,28141,0
7422,28142,21
7423,28147,6
7424,28149,10
7425,28154,12
7426,28156,28
7427,28158,18
7428,28160,31
7429,28163,20
7430,28166,10
7431,28168,5
7432,28170,17
7433,28173,16
7434,28174,8
7435,28178,3
7436,28179,27
7437,28191,9
7438,28195,8
7439,28197,11
7440,28198,29
7441,28200,9
7442,28202,34
7443,28204,13
7444,28206,29
7445,28215,8
7446,28216,23
7447,28217,5
7448,28221,18
7449,28222,0
7450,28224,12
7451,28234,0
7452,28236,0
7453,28237,19
7454,28243,0
7455,28247,6
7456,28248,0
7457,28249,25
7458,28255,24
7459,28256,30
7460,28257,0
7461,28262,24
7462,28269,9
7463,28279,0
7464,28280,0
7465,28284,0
7466,28285,0
7467,28291,8
7468,28293,7
7469,28296,16
7470,28301,20
7471,28303,0
7472,28304,27
7473,28305,0
7474,28307,6
7475,28310,29
7476,28311,2
7477,28314,17
7478,28322,34
7479,28327,32
7480,28328,1
7481,28330,24
7482,28334,15
7483,28337,8
7484,28343,13
7485,28357,17
7486,28363,0
7487,28370,33
7488,28376,5
7489,28378,0
7490,28384,0
7491,28386,0
7492,28387,27
7493,28391,0
7494,28397,26
7495,28399,1
7496,28402,34
7497,28405,0
7498,28406,19
7499,28408,22
7500,28410,0
7501,28411,11
7502,28416,26
7503,28422,17
7504,28426,7
7505,28429,17
7506,28430,0
7507,28433,23
7508,28441,11
7509,28442,0
7510,28444,0
7511,28447,0
7512,28449,19
7513,28451,0
7514,28452,7
7515,28456,11
7516,28458,0
7517,28460,24
7518,28463,20
7519,28464,20
7520,28471,5
7521,28474,8
7522,28477,16
7523,28483,25
7524,28484,34
7525,28489,15
7526,28491,0
7527,28495,31
7528,28497,0
7529,28498,0
7530,28499,0
7531,28501,15
7532,28504,24
7533,28508,16
7534,28510,5
7535,28514,34
7536,28519,7
7537,28521,0
7538,28532,0
7539,28533,6
7540,28541,24
7541,28542,7
7542,28548,11
7543,28553,8
7544,28558,0
7545,28559,0
7546,28560,7
7547,28563,0
7548,28565,34
7549,28568,0
7550,28569,19
7551,28570,4
7552,28571,23
7553,28575,0
7554,28577,3
7555,28581,9
7556,28582,14
7557,28583,0
7558,28585,33
7559,28587,29
7560,28591,7
7561,28592,4
7562,28594,3
7563,28596,21
7564,28598,13
7565,28600,5
7566,28604,18
7567,28605,24
7568,28607,0
7569,28612,20
7570,28614,29
7571,28619,3
7572,28621,31
7573,28624,0
7574,28627,27
7575,28628,21
7576,28632,12
7577,28640,10
7578,28643,25
7579,28651,0
7580,28652,0
7581,28653,26
7582,28654,0
7583,28655,0
7584,28656,0
7585,28658,5
7586,28659,3
7587,28662,17
7588,28663,2
7589,28664,0
7590,28666,10
7591,28667,21
7592,28668,8
7593,28669,7
7594,28670,0
7595,28672,35
7596,28673,4
7597,28674,11
7598,28675,3
7599,28677,28
7600,28682,24
7601,28685,35
7602,28688,1
7603,28689,34
7604,28691,8
7605,28694,3
7606,28701,27
7607,28708,0
7608,28713,31
7609,28720,17
7610,28721,0
7611,28724,21
7612,28730,23
7613,28731,15
7614,28733,5
7615,28734,0
7616,28737,14
7617,28738,20
7618,28741,12
7619,28742,0
7620,28744,24
7621,28746,26
7622,28750,22
7623,28751,6
7624,28752,28
7625,28756,35
7626,28760,0
7627,28762,21
7628,28766,27
7629,28768,14
7630,28769,0
7631,28770,15
7632,28772,30
7633,28773,22
7634,28775,2
7635,28784,33
7636,28790,9
7637,28799,0
7638,28803,24
7639,28804,4
7640,28805,23
7641,28806,0
7642,28808,26
7643,28809,0
7644,28816,8
7645,28823,25
7646,28835,0
7647,28838,7
7648,28846,6
7649,28848,7
7650,28850,34
7651,28854,4
7652,28856,33
7653,28857,0
7654,28858,23
7655,28861,31
7656,28864,35
7657,28866,13
7658,28871,13
7659,28873,18
7660,28876,0
7661,28877,15
7662,28883,9
7663,28884,0
7664,28891,16
7665,28902,35
7666,28903,7
7667,28906,9
7668,28908,7
7669,28910,31
7670,28911,0
7671,28912,24
7672,28917,35
7673,28921,29
7674,28924,0
7675,28925,0
7676,28932,25
7677,28934,10
7678,28939,3
7679,28948,8
7680,28949,23
7681,28952,14
7682,28958,8
7683,28959,4
7684,28960,0
7685,28962,21
7686,28964,8
7687,28967,9
7688,28973,28
7689,28980,0
7690,28986,4
7691,28989,0
7692,28992,18
7693,28993,0
7694,28994,0
7695,28999,31
7696,29002,29
7697,29008,29
7698,29009,0
7699,29013,29
7700,29015,6
7701,29017,16
7702,29019,3
7703,29027,15
7704,29029,15
7705,29030,0
7706,29038,13
7707,29041,3
7708,29042,9
7709,29043,11
7710,29045,0
7711,29050,0
7712,29051,6
7713,29052,6
7714,29056,18
7715,29067,16
7716,29070,21
7717,29073,25
7718,29077,0
7719,29081,0
7720,29086,4
7721,29088,1
7722,29091,1
7723,29092,0
7724,29096,7
7725,29099,14
7726,29102,20
7727,29107,25
7728,29111,11
7729,29116,33
7730,29120,2
7731,29121,14
7732,29128,0
7733,29130,16
7734,29131,0
7735,29136,11
7736,29137,0
7737,29146,13
7738,29157,9
7739,29161,31
7740,29164,9
7741,29166,24
7742,29171,21
7743,29176,31
7744,29177,28
7745,29179,10
7746,29185,7
7747,29187,33
7748,29194,25
7749,29196,35
7750,29200,35
7751,29202,31
7752,29214,0
7753,29216,0
7754,29218,22
7755,29228,20
7756,29231,21
7757,29241,0
7758,29242,6
7759,29250,23
7760,29252,14
7761,29263,0
7762,29266,0
7763,29270,0
7764,29276,25
7765,29284,0
7766,29285,0
7767,29288,6
7768,29290,27
7769,29298,26
7770,29309,6
7771,29312,6
7772,29315,11
7773,29316,18
7774,29328,16
7775,29337,9
7776,29338,28
7777,29341,26
7778,29352,21
7779,29355,0
7780,29356,12
7781,29357,0
7782,29362,0
7783,29370,13
7784,29378,0
7785,29383,12
7786,29385,0
7787,29391,33
7788,29392,0
7789,29397,25
7790,29401,23
7791,29410,8
7792,29417,28
7793,29419,27
7794,29420,2
7795,29422,0
7796,29427,18
7797,29430,13
7798,29432,18
7799,29436,17
7800,29443,26
7801,29445,0
7802,29454,22
7803,29455,20
7804,29456,24
7805,29457,31
7806,29458,8
7807,29462,33
7808,29467,17
7809,29476,30
7810,29477,17
7811,29481,2
7812,29482,0
7813,29483,23
7814,29484,14
7815,29485,31
7816,29486,16
7817,29496,15
7818,29498,9
7819,29508,12
7820,29513,23
7821,29516,34
7822,29522,6
7823,29525,0
7824,29528,17
7825,29532,30
7826,29533,6
7827,29541,21
7828,29543,4
7829,29547,21
7830,29550,31
7831,29551,18
7832,29554,24
7833,29555,0
7834,29580,7
7835,29581,25
7836,29586,20
7837,29589,0
7838,29593,17
7839,29596,28
7840,29598,34
7841,29601,20
7842,29603,31
7843,29604,25
7844,29606,0
7845,29608,0
7846,29609,0
7847,29613,13
7848,29619,5
7849,29620,15
7850,29624,12
7851,29627,14
7852,29629,28
7853,29630,0
7854,29632,0
7855,29636,35
7856,29638,0
7857,29641,6
7858,29648,0
7859,29649,5
7860,29650,10
7861,29653,0
7862,29657,5
7863,29660,15
7864,29666,7
7865,29670,19
7866,29673,20
7867,29674,0
7868,29677,23
7869,29681,32
7870,29682,0
7871,29688,23
7872,29690,0
7873,29701,0
7874,29702,6
7875,29703,0
7876,29705,0
7877,29707,18
7878,29708,3
7879,29717,0
7880,29719,0
7881,29720,33
7882,29723,24
7883,29725,32
7884,29726,32
7885,29730,21
7886,29734,17
7887,29741,33
7888,29750,0
7889,29753,0
7890,29756,32
7891,29757,23
7892,29763,34
7893,29766,0
7894,29768,11
7895,29769,10
7896,29771,32
7897,29775,20
7898,29777,9
7899,29779,11
7900,29780,9
7901,29781,14
7902,29782,0
7903,29786,23
7904,29787,8
7905,29792,3
7906,29795,28
7907,29797,0
7908,29800,25
7909,29805,13
7910,29811,32
7911,29817,27
7912,29820,0
7913,29824,35
7914,29826,17
7915,29827,7
7916,29830,11
7917,29834,8
7918,29835,7
7919,29837,1
7920,29838,0
7921,29846,11
7922,29851,7
7923,29852,10
7924,29859,23
7925,29860,27
7926,29863,33
7927,29871,27
7928,29872,35
7929,29873,20
7930,29891,6
7931,29894,22
7932,29895,20
7933,29896,21
7934,29898,0
7935,29899,0
