,codcliente,numero_persone_diverse
49187,186769,3
49188,186770,0
49189,186779,22
49190,186782,18
49191,186783,9
49192,186790,30
49193,186792,1
49194,186795,23
49195,186798,35
49196,186800,7
49197,186804,7
49198,186810,21
49199,186813,7
49200,186815,0
49201,186821,23
49202,186823,23
49203,186824,0
49204,186825,0
49205,186827,22
49206,186828,15
49207,186829,10
49208,186831,29
49209,186832,5
49210,186847,13
49211,186848,34
49212,186856,2
49213,186860,0
49214,186864,20
49215,186867,14
49216,186870,4
49217,186875,12
49218,186876,29
49219,186877,9
49220,186889,0
49221,186895,0
49222,186896,26
49223,186897,31
49224,186900,7
49225,186904,12
49226,186906,8
49227,186911,10
49228,186916,6
49229,186918,33
49230,186930,6
49231,186933,8
49232,186938,10
49233,186950,29
49234,186955,34
49235,186961,10
49236,186962,30
49237,186971,0
49238,186972,0
49239,186973,0
49240,186982,26
49241,186983,7
49242,186989,0
49243,186995,32
49244,186997,10
49245,187006,0
49246,187015,10
49247,187024,0
49248,187025,25
49249,187028,0
49250,187029,24
49251,187033,0
49252,187034,22
49253,187039,28
49254,187047,7
49255,187055,26
49256,187056,16
49257,187057,0
49258,187064,32
49259,187068,0
49260,187075,9
49261,187079,0
49262,187085,0
49263,187093,0
49264,187094,9
49265,187097,32
49266,187098,17
49267,187106,0
49268,187107,23
49269,187115,12
49270,187116,25
49271,187128,30
49272,187129,0
49273,187130,4
49274,187131,10
49275,187132,0
49276,187135,21
49277,187140,0
49278,187147,31
49279,187149,13
49280,187152,14
49281,187160,32
49282,187169,33
49283,187172,29
49284,187175,0
49285,187177,0
49286,187178,0
49287,187190,23
49288,187200,19
49289,187202,25
49290,187205,8
49291,187212,35
49292,187226,30
49293,187228,0
49294,187233,0
49295,187235,0
49296,187240,28
49297,187245,27
49298,187247,4
49299,187250,24
49300,187251,0
49301,187262,26
49302,187263,8
49303,187265,23
49304,187266,0
49305,187275,21
49306,187279,29
49307,187282,32
49308,187286,8
49309,187288,0
49310,187292,31
49311,187298,8
49312,187301,0
49313,187302,14
49314,187307,0
49315,187313,0
49316,187314,10
49317,187315,17
49318,187319,0
49319,187320,0
49320,187323,12
49321,187324,0
49322,187325,19
49323,187329,9
49324,187330,19
49325,187337,16
49326,187338,0
49327,187342,20
49328,187343,17
49329,187347,0
49330,187351,0
49331,187356,0
49332,187359,20
49333,187362,7
49334,187363,3
49335,187365,17
49336,187369,0
49337,187374,25
49338,187384,32
49339,187390,18
49340,187415,20
49341,187418,6
49342,187423,4
49343,187429,26
49344,187438,25
49345,187451,19
49346,187458,12
49347,187459,25
49348,187463,0
49349,187467,10
49350,187468,10
49351,187471,25
49352,187474,0
49353,187487,16
49354,187490,18
49355,187496,11
49356,187498,0
49357,187504,20
49358,187505,8
49359,187517,21
49360,187518,21
49361,187523,0
49362,187524,7
49363,187527,24
49364,187529,0
49365,187530,16
49366,187538,17
49367,187546,23
49368,187547,0
49369,187548,16
49370,187551,10
49371,187559,30
49372,187563,9
49373,187564,0
49374,187565,17
49375,187566,28
49376,187567,0
49377,187570,6
49378,187572,14
49379,187576,34
49380,187577,21
49381,187580,14
49382,187582,17
49383,187585,20
49384,187591,20
49385,187592,13
49386,187593,8
49387,187596,28
49388,187597,0
49389,187599,26
49390,187601,1
49391,187602,0
49392,187603,26
49393,187604,28
49394,187605,4
49395,187607,11
49396,187608,0
49397,187610,9
49398,187615,10
49399,187617,26
49400,187618,29
49401,187620,26
49402,187622,21
49403,187623,13
49404,187632,0
49405,187637,18
49406,187640,3
49407,187648,12
49408,187650,0
49409,187657,0
49410,187662,0
49411,187664,20
49412,187666,20
49413,187668,24
49414,187669,7
49415,187672,27
49416,187673,8
49417,187677,20
49418,187678,0
49419,187679,5
49420,187682,0
49421,187691,19
49422,187693,11
49423,187694,14
49424,187696,21
49425,187697,29
49426,187698,29
49427,187702,17
49428,187703,0
49429,187704,7
49430,187712,7
49431,187719,0
49432,187728,26
49433,187729,20
49434,187731,4
49435,187748,0
49436,187749,16
49437,187759,4
49438,187764,30
49439,187765,0
49440,187770,0
49441,187774,3
49442,187780,21
49443,187781,7
49444,187782,20
49445,187788,12
49446,187799,20
49447,187802,12
49448,187804,17
49449,187805,16
49450,187809,12
49451,187827,34
49452,187832,9
49453,187833,0
49454,187842,13
49455,187843,30
49456,187844,0
49457,187847,0
49458,187850,0
49459,187852,25
49460,187853,16
49461,187856,0
49462,187858,4
49463,187861,0
49464,187862,4
49465,187864,19
49466,187870,31
49467,187874,30
49468,187882,25
49469,187883,16
49470,187886,17
49471,187888,23
49472,187893,0
49473,187894,19
49474,187895,4
49475,187897,17
49476,187900,0
49477,187903,24
49478,187910,0
49479,187917,11
49480,187927,6
49481,187928,4
49482,187935,12
49483,187936,5
49484,187937,32
49485,187938,10
49486,187949,10
49487,187950,0
49488,187954,30
49489,187958,16
49490,187961,0
49491,187962,19
49492,187971,3
49493,187973,33
49494,187979,0
49495,187981,13
49496,187983,0
49497,187987,0
49498,187990,19
49499,187992,35
49500,188002,31
49501,188005,14
49502,188011,21
49503,188012,0
49504,188014,30
49505,188015,26
49506,188029,2
49507,188030,0
49508,188032,0
49509,188037,14
49510,188038,4
49511,188046,6
49512,188047,5
49513,188049,22
49514,188051,5
49515,188064,9
49516,188071,19
49517,188077,0
49518,188079,17
49519,188084,7
49520,188089,0
49521,188090,0
49522,188101,0
49523,188104,13
49524,188105,16
49525,188109,32
49526,188110,19
49527,188115,19
49528,188116,0
49529,188120,13
49530,188123,28
49531,188127,24
49532,188130,24
49533,188136,23
49534,188139,0
49535,188140,11
49536,188143,7
49537,188147,31
49538,188148,13
49539,188150,29
49540,188151,17
49541,188160,21
49542,188169,0
49543,188172,28
49544,188176,16
49545,188180,18
49546,188186,0
49547,188190,0
49548,188191,35
49549,188199,2
49550,188207,22
49551,188216,0
49552,188222,15
49553,188225,16
49554,188227,22
49555,188230,29
49556,188240,0
49557,188241,4
49558,188243,34
49559,188251,4
49560,188257,0
49561,188258,0
49562,188263,11
49563,188264,7
49564,188265,0
49565,188267,0
49566,188269,0
49567,188270,0
49568,188272,0
49569,188275,0
49570,188285,12
49571,188286,0
49572,188287,28
49573,188296,0
49574,188298,26
49575,188299,31
49576,188307,0
49577,188310,4
49578,188315,10
49579,188316,0
49580,188317,0
49581,188323,5
49582,188325,23
49583,188329,22
49584,188330,20
49585,188331,13
49586,188335,0
49587,188344,6
49588,188349,16
49589,188357,0
49590,188363,0
49591,188366,0
49592,188370,3
49593,188374,0
49594,188377,26
49595,188379,8
49596,188388,23
49597,188399,34
49598,188400,24
49599,188403,4
49600,188404,0
49601,188407,6
49602,188410,5
49603,188413,0
49604,188415,2
49605,188418,12
49606,188422,1
49607,188425,0
49608,188426,16
49609,188432,20
49610,188437,16
49611,188441,0
49612,188442,0
49613,188446,13
49614,188448,0
49615,188449,9
49616,188450,35
49617,188453,0
49618,188461,23
49619,188463,16
49620,188466,0
49621,188467,33
49622,188471,29
49623,188473,0
49624,188475,29
49625,188476,0
49626,188484,11
49627,188489,7
49628,188491,0
49629,188497,33
49630,188502,0
49631,188503,29
49632,188505,29
49633,188510,30
49634,188512,7
49635,188519,0
49636,188520,16
49637,188522,0
49638,188523,0
49639,188524,8
49640,188525,17
49641,188526,2
49642,188531,0
49643,188534,15
49644,188539,21
49645,188545,30
49646,188555,22
49647,188556,0
49648,188557,12
49649,188559,24
49650,188564,0
49651,188573,0
49652,188575,29
49653,188576,23
49654,188577,24
49655,188586,4
49656,188587,0
49657,188588,33
49658,188592,14
49659,188596,13
49660,188597,0
49661,188603,19
49662,188605,21
49663,188613,30
49664,188629,0
49665,188632,22
49666,188634,12
49667,188639,15
49668,188641,21
49669,188655,3
49670,188657,14
49671,188661,25
49672,188666,31
49673,188672,0
49674,188673,0
49675,188674,30
49676,188676,29
49677,188684,20
49678,188689,0
49679,188694,27
49680,188696,11
49681,188697,14
49682,188703,0
49683,188707,0
49684,188710,5
49685,188722,0
49686,188726,22
49687,188738,24
49688,188747,20
49689,188750,19
49690,188752,21
49691,188754,26
49692,188757,23
49693,188758,23
49694,188759,23
49695,188760,34
49696,188766,8
49697,188768,20
49698,188770,0
49699,188774,31
49700,188777,0
49701,188778,0
49702,188781,33
49703,188783,33
49704,188785,0
49705,188788,0
49706,188792,15
49707,188793,0
49708,188799,0
49709,188801,0
49710,188810,4
49711,188822,4
49712,188825,35
49713,188826,20
49714,188827,21
49715,188832,30
49716,188833,26
49717,188840,24
49718,188844,33
49719,188848,24
49720,188855,9
49721,188875,23
49722,188880,0
49723,188887,0
49724,188892,26
49725,188896,25
49726,188897,0
49727,188900,20
49728,188901,8
49729,188906,11
49730,188910,0
49731,188912,28
49732,188917,9
49733,188918,9
49734,188924,14
49735,188925,17
49736,188928,7
49737,188933,0
49738,188934,17
49739,188943,23
49740,188947,0
49741,188950,0
49742,188953,35
49743,188957,0
49744,188966,35
49745,188968,0
49746,188970,24
49747,188974,12
49748,188979,33
49749,188986,0
49750,188987,35
49751,188988,18
49752,188991,10
49753,188993,17
49754,188996,33
49755,188998,33
49756,189007,25
49757,189010,10
49758,189013,0
49759,189023,2
49760,189024,15
49761,189027,21
49762,189031,18
49763,189032,29
49764,189033,20
49765,189038,13
49766,189039,0
49767,189041,0
49768,189042,12
49769,189045,22
49770,189055,29
49771,189057,22
49772,189061,0
49773,189062,27
49774,189063,30
49775,189067,0
49776,189068,16
49777,189079,32
49778,189084,0
49779,189086,8
49780,189087,0
49781,189094,15
49782,189098,0
49783,189100,23
49784,189101,0
49785,189104,10
49786,189106,0
49787,189112,21
49788,189114,6
49789,189117,25
49790,189121,6
49791,189125,32
49792,189128,0
49793,189131,1
49794,189132,2
49795,189134,28
49796,189137,28
49797,189139,20
49798,189142,0
49799,189150,20
49800,189152,16
49801,189154,0
49802,189157,34
49803,189162,3
49804,189170,27
49805,189173,12
49806,189176,0
49807,189177,9
49808,189181,11
49809,189186,0
49810,189188,4
49811,189195,0
49812,189201,5
49813,189207,0
49814,189208,15
49815,189214,0
49816,189220,0
49817,189224,0
49818,189236,0
49819,189243,8
49820,189245,8
49821,189250,28
49822,189253,26
49823,189262,9
49824,189270,4
49825,189271,1
49826,189273,13
49827,189274,13
49828,189278,33
49829,189281,0
49830,189286,4
49831,189288,5
49832,189289,14
49833,189293,16
49834,189301,31
49835,189302,25
49836,189303,0
49837,189305,25
49838,189308,29
49839,189309,0
49840,189311,9
49841,189315,0
49842,189316,17
49843,189321,18
49844,189323,16
49845,189324,14
49846,189331,28
49847,189332,2
49848,189333,20
49849,189335,23
49850,189336,0
49851,189338,0
49852,189358,0
49853,189359,15
49854,189367,26
49855,189369,17
49856,189374,11
49857,189376,18
49858,189378,18
49859,189381,0
49860,189383,0
49861,189393,22
49862,189400,0
49863,189402,0
49864,189404,3
49865,189407,19
49866,189411,0
49867,189412,0
49868,189413,31
49869,189415,22
49870,189423,19
49871,189424,27
49872,189426,29
49873,189428,0
49874,189429,14
49875,189430,10
49876,189433,20
49877,189434,34
49878,189435,29
49879,189439,0
49880,189451,20
49881,189460,7
49882,189461,11
49883,189465,9
49884,189466,19
49885,189471,0
49886,189472,26
49887,189473,28
49888,189480,0
49889,189481,33
49890,189484,29
49891,189493,20
49892,189496,0
49893,189498,6
49894,189504,0
49895,189507,0
49896,189508,0
49897,189509,17
49898,189516,23
49899,189518,19
49900,189521,22
49901,189524,15
49902,189525,14
49903,189526,0
49904,189530,0
49905,189532,33
49906,189533,8
49907,189538,0
49908,189539,9
49909,189542,11
49910,189543,0
49911,189547,28
49912,189548,0
49913,189549,1
49914,189556,0
49915,189561,5
49916,189567,10
49917,189568,24
49918,189574,9
49919,189578,24
49920,189579,4
49921,189580,23
49922,189582,0
49923,189584,0
49924,189589,6
49925,189590,25
49926,189593,24
49927,189601,16
49928,189603,0
49929,189605,23
49930,189606,25
49931,189608,9
49932,189612,34
49933,189613,16
49934,189615,0
49935,189617,0
49936,189619,6
49937,189622,3
49938,189623,27
49939,189625,0
49940,189627,0
49941,189628,0
49942,189629,18
49943,189631,19
49944,189634,0
49945,189635,25
49946,189636,6
49947,189637,3
49948,189638,8
49949,189642,11
49950,189643,26
49951,189646,7
49952,189647,0
49953,189649,16
49954,189656,14
49955,189661,13
49956,189667,20
49957,189668,7
49958,189679,7
49959,189680,7
49960,189690,1
49961,189691,0
49962,189692,34
49963,189696,0
49964,189698,30
49965,189707,23
49966,189708,35
49967,189710,5
49968,189715,13
49969,189716,11
49970,189718,3
49971,189721,32
49972,189723,23
49973,189724,20
49974,189731,20
49975,189732,30
49976,189739,8
49977,189741,29
49978,189748,20
49979,189751,0
49980,189754,12
49981,189755,9
49982,189759,0
49983,189761,6
49984,189767,15
49985,189771,0
49986,189774,0
49987,189784,12
49988,189785,30
49989,189791,6
49990,189794,29
49991,189798,20
49992,189800,0
49993,189808,15
49994,189810,0
49995,189819,0
49996,189825,0
49997,189827,27
49998,189828,26
49999,189835,5
50000,189836,16
50001,189840,25
50002,189842,21
50003,189843,0
50004,189847,32
50005,189848,20
50006,189855,0
50007,189859,28
50008,189870,18
50009,189873,0
50010,189874,23
50011,189878,12
50012,189879,5
50013,189882,13
50014,189884,29
50015,189886,0
50016,189887,20
50017,189891,0
50018,189894,6
50019,189896,0
50020,189897,13
50021,189898,0
50022,189899,9
50023,189900,16
50024,189906,0
50025,189907,28
50026,189910,12
50027,189916,18
50028,189919,9
50029,189923,28
50030,189925,22
50031,189926,0
50032,189932,27
50033,189937,0
50034,189939,9
50035,189942,0
50036,189953,13
50037,189954,19
50038,189956,11
50039,189957,8
50040,189963,8
50041,189975,16
50042,189979,12
50043,189982,3
50044,189988,12
50045,189990,0
50046,189991,27
50047,190006,27
50048,190010,13
50049,190015,12
50050,190018,16
50051,190029,21
50052,190033,34
50053,190035,26
50054,190036,0
50055,190040,31
50056,190042,35
50057,190047,19
50058,190048,0
50059,190056,0
50060,190058,0
50061,190059,12
50062,190063,21
50063,190064,22
50064,190067,35
50065,190074,24
50066,190075,29
50067,190078,10
50068,190080,13
50069,190088,22
50070,190094,14
50071,190099,35
50072,190100,17
50073,190109,0
50074,190115,2
50075,190124,14
50076,190125,6
50077,190129,8
50078,190132,33
50079,190133,0
50080,190139,12
50081,190141,24
50082,190142,25
50083,190148,4
50084,190151,22
50085,190159,9
50086,190160,33
50087,190161,0
50088,190163,11
50089,190166,0
50090,190167,15
50091,190168,34
50092,190173,0
50093,190175,11
50094,190177,8
50095,190181,9
50096,190188,4
50097,190191,17
50098,190195,20
50099,190200,8
50100,190201,29
50101,190202,23
50102,190203,7
50103,190204,0
50104,190205,0
50105,190213,0
50106,190221,10
50107,190228,32
50108,190233,23
50109,190237,11
50110,190246,25
50111,190247,0
50112,190249,9
50113,190250,0
50114,190251,27
50115,190272,5
50116,190282,20
50117,190285,9
50118,190292,0
50119,190296,17
50120,190298,21
50121,190302,24
50122,190310,14
50123,190322,16
50124,190325,23
50125,190327,30
50126,190329,24
50127,190330,29
50128,190331,4
50129,190332,35
50130,190334,0
50131,190338,6
50132,190343,0
50133,190346,16
50134,190351,24
50135,190353,0
50136,190357,0
50137,190358,12
50138,190360,0
50139,190362,0
50140,190367,6
50141,190368,23
50142,190374,6
50143,190377,26
50144,190378,25
50145,190384,20
50146,190385,34
50147,190386,21
50148,190387,26
50149,190388,3
50150,190394,0
50151,190396,9
50152,190404,13
50153,190409,25
50154,190415,13
50155,190417,0
50156,190423,0
50157,190425,0
50158,190427,17
50159,190428,26
50160,190431,0
50161,190432,23
50162,190436,17
50163,190438,4
50164,190439,0
50165,190443,0
50166,190446,0
50167,190449,27
50168,190450,16
50169,190453,12
50170,190454,28
50171,190455,27
50172,190456,20
50173,190464,0
50174,190466,20
50175,190474,0
50176,190478,26
50177,190484,0
50178,190485,0
50179,190486,0
50180,190491,22
50181,190494,0
50182,190500,14
50183,190501,7
50184,190502,17
50185,190504,24
50186,190505,15
50187,190516,15
50188,190518,0
50189,190520,32
50190,190525,0
50191,190527,16
50192,190529,0
50193,190533,0
50194,190540,16
50195,190541,5
50196,190544,6
50197,190549,0
50198,190555,12
50199,190558,16
50200,190561,31
50201,190570,8
50202,190575,11
50203,190578,0
50204,190579,0
50205,190581,5
50206,190584,0
50207,190588,0
50208,190590,0
50209,190593,30
50210,190596,0
50211,190602,12
50212,190604,17
50213,190606,0
50214,190609,23
50215,190612,15
50216,190614,18
50217,190615,25
50218,190616,19
50219,190617,0
50220,190619,24
50221,190620,20
50222,190621,28
50223,190622,22
50224,190626,34
50225,190629,0
50226,190630,19
50227,190632,0
50228,190634,15
50229,190639,31
50230,190654,24
50231,190656,20
50232,190661,34
50233,190662,13
50234,190668,10
50235,190672,0
50236,190679,0
50237,190681,23
50238,190687,0
50239,190691,0
50240,190692,22
50241,190693,0
50242,190696,24
50243,190698,13
50244,190700,9
50245,190701,5
50246,190706,29
50247,190713,0
50248,190714,0
50249,190719,0
50250,190723,30
50251,190729,13
50252,190732,0
50253,190736,0
50254,190737,0
50255,190738,0
50256,190739,29
50257,190745,10
50258,190756,23
50259,190762,24
50260,190765,28
50261,190767,0
50262,190770,31
50263,190775,27
50264,190776,34
50265,190781,32
50266,190785,22
50267,190787,18
50268,190790,13
50269,190794,11
50270,190796,30
50271,190806,27
50272,190810,26
50273,190814,2
50274,190815,7
50275,190820,21
50276,190821,12
50277,190822,0
50278,190824,0
50279,190827,14
50280,190828,0
50281,190832,13
50282,190836,23
50283,190841,0
50284,190843,28
50285,190845,30
50286,190847,0
50287,190857,0
50288,190858,24
50289,190863,0
50290,190866,5
50291,190870,34
50292,190876,0
50293,190886,0
50294,190888,0
50295,190904,30
50296,190905,25
50297,190908,18
50298,190910,14
50299,190913,0
50300,190920,32
50301,190922,0
50302,190930,20
50303,190933,23
50304,190938,9
50305,190942,30
50306,190943,17
50307,190955,34
50308,190956,2
50309,190959,32
50310,190963,0
50311,190965,15
50312,190967,30
50313,190972,6
50314,190979,12
50315,190988,0
50316,190991,23
50317,190997,28
50318,191001,21
50319,191004,0
50320,191019,21
50321,191020,0
50322,191022,14
50323,191031,34
50324,191033,11
50325,191034,11
50326,191035,23
50327,191043,0
50328,191044,15
50329,191045,0
50330,191047,17
50331,191054,0
50332,191058,3
50333,191061,3
50334,191062,0
50335,191068,10
50336,191069,30
50337,191070,12
50338,191072,0
50339,191077,4
50340,191082,0
50341,191083,17
50342,191084,0
50343,191085,26
50344,191089,14
50345,191101,26
50346,191105,0
50347,191106,12
50348,191107,19
50349,191109,1
50350,191114,5
50351,191125,22
50352,191131,0
50353,191134,31
50354,191135,0
50355,191137,0
50356,191144,8
50357,191146,6
50358,191153,20
50359,191155,0
50360,191163,0
50361,191164,2
50362,191167,26
50363,191171,18
50364,191172,25
50365,191175,14
50366,191180,11
50367,191182,10
50368,191190,10
50369,191192,10
50370,191196,31
50371,191202,14
50372,191203,0
50373,191204,24
50374,191210,21
50375,191211,26
50376,191216,11
50377,191218,8
50378,191223,4
50379,191224,23
50380,191227,32
50381,191235,33
50382,191245,0
50383,191247,5
50384,191248,24
50385,191250,8
50386,191251,0
50387,191273,34
50388,191274,25
50389,191276,34
50390,191304,14
50391,191305,12
50392,191307,29
50393,191309,2
50394,191310,28
50395,191312,17
50396,191314,31
50397,191318,20
50398,191321,20
50399,191322,0
50400,191324,17
50401,191325,20
50402,191327,22
50403,191330,22
50404,191331,3
50405,191332,18
50406,191335,12
50407,191337,3
50408,191347,19
50409,191349,8
50410,191350,13
50411,191359,0
50412,191360,0
50413,191361,0
50414,191364,12
50415,191365,12
50416,191369,20
50417,191370,5
50418,191371,19
50419,191379,13
50420,191380,33
50421,191381,14
50422,191383,0
50423,191384,9
50424,191388,0
50425,191391,15
50426,191392,7
50427,191396,11
50428,191399,1
50429,191401,34
50430,191402,0
50431,191403,0
50432,191404,20
50433,191406,31
50434,191426,2
50435,191429,4
50436,191430,14
50437,191439,0
50438,191440,0
50439,191444,1
50440,191449,5
50441,191457,14
50442,191468,23
50443,191470,30
50444,191471,0
50445,191472,18
50446,191474,22
50447,191484,28
50448,191486,0
50449,191490,0
50450,191491,29
50451,191492,30
50452,191494,8
50453,191498,19
50454,191500,12
50455,191501,7
50456,191505,9
50457,191506,15
50458,191511,17
50459,191514,10
50460,191517,21
50461,191518,24
50462,191522,4
50463,191523,26
50464,191529,0
50465,191531,0
50466,191536,32
50467,191542,0
50468,191552,12
50469,191554,12
50470,191556,0
50471,191557,18
50472,191559,26
50473,191563,22
50474,191569,0
50475,191570,0
50476,191578,15
50477,191580,23
50478,191588,26
50479,191590,8
50480,191593,0
50481,191595,0
50482,191604,27
50483,191607,15
50484,191611,12
50485,191616,28
50486,191624,0
50487,191627,31
50488,191628,27
50489,191631,0
50490,191632,16
50491,191633,28
50492,191635,0
50493,191638,0
50494,191643,33
50495,191646,13
50496,191650,35
50497,191654,6
50498,191656,13
50499,191659,31
50500,191672,0
50501,191673,0
50502,191681,27
50503,191682,0
50504,191683,33
50505,191686,7
50506,191689,0
50507,191694,0
50508,191695,2
50509,191701,30
50510,191713,15
50511,191715,0
50512,191719,13
50513,191727,6
50514,191728,4
50515,191732,21
50516,191745,0
50517,191747,26
50518,191751,14
50519,191753,23
50520,191758,29
50521,191770,18
50522,191775,0
50523,191776,0
50524,191777,33
50525,191781,15
50526,191783,0
50527,191784,25
50528,191787,21
50529,191801,20
50530,191805,8
50531,191810,3
50532,191823,0
50533,191832,19
50534,191837,0
50535,191838,0
50536,191841,12
50537,191842,31
50538,191845,0
50539,191848,0
50540,191852,14
50541,191856,29
50542,191859,31
50543,191862,6
50544,191873,0
50545,191880,3
50546,191888,10
50547,191890,20
50548,191895,34
50549,191906,13
50550,191907,3
50551,191908,20
50552,191909,0
50553,191910,10
50554,191912,0
50555,191913,24
50556,191914,27
50557,191921,28
50558,191932,34
50559,191933,0
50560,191936,29
50561,191939,34
50562,191941,27
50563,191942,13
50564,191944,5
50565,191946,6
50566,191949,14
50567,191951,16
50568,191953,5
50569,191957,12
50570,191960,20
50571,191964,0
50572,191965,0
50573,191966,22
50574,191967,7
50575,191968,9
50576,191971,22
50577,191974,35
50578,191975,3
50579,191980,0
50580,191990,18
50581,191995,14
50582,192007,3
50583,192015,13
50584,192024,0
50585,192034,4
50586,192040,26
50587,192044,5
50588,192045,28
50589,192050,0
50590,192051,0
50591,192059,0
50592,192062,23
50593,192065,26
50594,192066,0
50595,192070,0
50596,192077,9
50597,192078,11
50598,192082,32
50599,192083,24
50600,192087,0
50601,192089,0
50602,192095,0
50603,192096,11
50604,192102,28
50605,192103,24
50606,192105,2
50607,192106,11
50608,192107,27
50609,192108,25
50610,192131,25
50611,192132,25
50612,192157,6
50613,192170,0
50614,192172,0
50615,192178,33
50616,192179,8
50617,192186,4
50618,192188,1
50619,192190,0
50620,192191,0
50621,192198,0
50622,192200,19
50623,192203,0
50624,192212,4
50625,192218,19
50626,192221,0
50627,192226,25
50628,192231,9
50629,192234,18
50630,192239,18
50631,192243,12
50632,192244,9
50633,192248,0
50634,192257,5
50635,192265,2
50636,192276,20
50637,192277,33
50638,192278,12
50639,192280,8
50640,192285,3
50641,192286,31
50642,192287,7
50643,192288,9
50644,192301,0
50645,192305,28
50646,192309,4
50647,192311,12
50648,192317,0
50649,192318,0
50650,192323,0
50651,192324,8
50652,192327,15
50653,192328,1
50654,192331,8
50655,192336,11
50656,192337,0
50657,192338,0
50658,192340,13
50659,192357,22
50660,192359,5
50661,192360,0
50662,192367,16
50663,192369,1
50664,192372,8
50665,192374,0
50666,192375,31
50667,192377,24
50668,192380,15
50669,192382,18
50670,192383,1
50671,192387,5
50672,192399,22
50673,192404,33
50674,192406,14
50675,192412,8
50676,192415,16
50677,192419,32
50678,192421,0
50679,192422,10
50680,192424,8
50681,192426,20
50682,192431,35
50683,192434,0
50684,192438,0
50685,192440,25
50686,192442,31
50687,192444,30
50688,192445,13
50689,192447,23
50690,192448,0
50691,192451,8
50692,192456,10
50693,192461,0
50694,192463,4
50695,192464,31
50696,192465,20
50697,192466,15
50698,192474,29
50699,192478,20
50700,192482,12
50701,192484,30
50702,192485,33
50703,192486,33
50704,192492,9
50705,192494,19
50706,192498,0
50707,192499,7
50708,192500,10
50709,192502,30
50710,192504,0
50711,192506,12
50712,192508,20
50713,192510,13
50714,192512,0
50715,192520,0
50716,192521,30
50717,192526,9
50718,192529,15
50719,192534,0
50720,192536,34
50721,192540,7
50722,192545,26
50723,192548,0
50724,192553,18
50725,192554,12
50726,192556,28
50727,192568,11
50728,192580,24
50729,192581,0
50730,192582,0
50731,192585,11
50732,192607,33
50733,192608,35
50734,192609,24
50735,192610,28
50736,192612,0
50737,192615,22
50738,192619,0
50739,192626,35
50740,192628,30
50741,192630,34
50742,192632,0
50743,192644,11
50744,192646,0
50745,192649,18
50746,192650,0
50747,192668,16
50748,192675,26
50749,192676,34
50750,192678,12
50751,192679,24
50752,192682,10
50753,192685,24
50754,192687,0
50755,192688,30
50756,192690,11
50757,192692,10
50758,192693,0
50759,192694,12
50760,192695,27
50761,192697,8
50762,192698,22
50763,192704,0
50764,192709,0
50765,192711,23
50766,192712,31
50767,192714,20
50768,192718,24
50769,192729,2
50770,192734,0
50771,192739,0
50772,192742,17
50773,192744,0
50774,192747,0
50775,192748,0
50776,192750,0
50777,192753,9
50778,192758,7
50779,192763,0
50780,192768,0
50781,192771,0
50782,192772,14
50783,192776,0
50784,192777,24
50785,192781,10
50786,192785,13
50787,192791,18
50788,192795,4
50789,192796,29
50790,192801,0
50791,192804,12
50792,192806,15
50793,192808,0
50794,192809,14
50795,192811,8
50796,192813,3
50797,192815,17
50798,192816,0
50799,192819,10
50800,192827,9
50801,192828,10
50802,192832,1
50803,192834,0
50804,192836,0
50805,192838,0
50806,192845,22
50807,192849,17
50808,192855,3
50809,192862,31
50810,192871,11
50811,192872,27
50812,192878,0
50813,192881,0
50814,192883,0
50815,192884,10
50816,192889,15
50817,192898,0
50818,192905,0
50819,192922,0
50820,192925,6
50821,192926,21
50822,192928,0
50823,192931,6
50824,192939,34
50825,192943,21
50826,192945,3
50827,192954,0
50828,192965,0
50829,192968,32
50830,192969,0
50831,192973,10
50832,192976,5
50833,192978,28
50834,192979,0
50835,192982,6
50836,192995,0
50837,193005,6
50838,193012,32
50839,193013,0
50840,193016,0
50841,193019,6
50842,193026,0
50843,193032,9
50844,193033,13
50845,193038,0
50846,193040,0
50847,193044,32
50848,193048,32
50849,193051,17
50850,193057,4
50851,193062,22
50852,193064,23
50853,193070,10
50854,193072,0
50855,193077,17
50856,193078,0
50857,193087,35
50858,193090,23
50859,193092,9
50860,193096,19
50861,193099,23
50862,193101,0
50863,193105,1
50864,193109,9
50865,193112,15
50866,193113,29
50867,193114,24
50868,193115,33
50869,193116,15
50870,193117,0
50871,193119,10
50872,193124,5
50873,193129,35
50874,193130,27
50875,193131,0
50876,193141,0
50877,193145,13
50878,193147,23
50879,193151,9
50880,193154,13
50881,193157,8
50882,193161,10
50883,193164,28
50884,193165,25
50885,193167,22
50886,193170,0
50887,193172,6
50888,193176,0
50889,193178,25
50890,193183,12
50891,193186,30
50892,193202,8
50893,193203,16
50894,193204,0
50895,193207,0
50896,193210,34
50897,193213,8
50898,193214,14
50899,193216,10
50900,193219,34
50901,193220,0
50902,193225,20
50903,193230,0
50904,193233,4
50905,193234,24
50906,193239,7
50907,193242,13
50908,193245,25
50909,193250,12
50910,193251,16
50911,193252,0
50912,193266,4
50913,193267,23
50914,193271,30
50915,193277,28
50916,193278,2
50917,193279,10
50918,193283,0
50919,193291,0
50920,193292,27
50921,193294,13
50922,193307,0
50923,193310,20
50924,193313,15
50925,193318,14
50926,193320,21
50927,193322,18
50928,193323,0
50929,193329,7
50930,193332,17
50931,193335,6
50932,193336,15
50933,193341,0
50934,193343,4
