,codcliente,index
48727,185108,3.04
48728,185117,0
48729,185125,13.6
48730,185131,4.92
48731,185136,1
48732,185138,0
48733,185139,0
48734,185141,0
48735,185145,0
48736,185149,5.65
48737,185152,0
48738,185159,3.44
48739,185160,0
48740,185173,4.6
48741,185180,0
48742,185181,3
48743,185193,1
48744,185198,5
48745,185199,0
48746,185201,0
48747,185202,3.56
48748,185203,6.9
48749,185208,0
48750,185211,6.25
48751,185214,4.11
48752,185216,7.28
48753,185217,2
48754,185218,3.63
48755,185228,7.75
48756,185233,3.75
48757,185234,7.4
48758,185235,0
48759,185236,0
48760,185237,2.75
48761,185240,4.77
48762,185242,6.08
48763,185243,5.2
48764,185246,3.44
48765,185247,2
48766,185249,5.08
48767,185250,0
48768,185251,0
48769,185254,0
48770,185255,3.12
48771,185256,9.33
48772,185257,5
48773,185261,2
48774,185270,3.7
48775,185271,8.4
48776,185274,8
48777,185282,2.43
48778,185283,6.67
48779,185284,7.67
48780,185286,5
48781,185291,0
48782,185292,3.36
48783,185293,11.5
48784,185296,0
48785,185302,7.84
48786,185305,0
48787,185307,0
48788,185316,16.25
48789,185320,0
48790,185321,3.12
48791,185323,4.83
48792,185339,3.46
48793,185346,6.43
48794,185350,5.67
48795,185354,8.71
48796,185355,5.32
48797,185357,0
48798,185359,4
48799,185360,12.33
48800,185376,3.33
48801,185377,3.33
48802,185378,3
48803,185379,0
48804,185386,0
48805,185393,7.07
48806,185398,4.67
48807,185405,0
48808,185406,5.62
48809,185407,0
48810,185414,6.62
48811,185416,5.67
48812,185420,3.33
48813,185429,3.14
48814,185430,8.08
48815,185433,3
48816,185438,8
48817,185444,8.14
48818,185448,4.71
48819,185450,4.5
48820,185453,5.85
48821,185457,0
48822,185463,0
48823,185466,13.8
48824,185468,1
48825,185471,0
48826,185475,15
48827,185480,2.75
48828,185484,5.6
48829,185486,0
48830,185489,0
48831,185496,10.12
48832,185498,7.5
48833,185499,4.2
48834,185501,0
48835,185504,6.6
48836,185510,10.56
48837,185513,0
48838,185519,0
48839,185526,2.78
48840,185535,0
48841,185536,5.5
48842,185541,13.14
48843,185542,2
48844,185555,4.8
48845,185557,6
48846,185558,5.33
48847,185561,4.57
48848,185564,3.67
48849,185567,7.33
48850,185571,16.12
48851,185572,4.17
48852,185574,5.25
48853,185575,2.5
48854,185576,2.8
48855,185578,3
48856,185581,3.25
48857,185585,0
48858,185593,0
48859,185594,5.75
48860,185595,0
48861,185596,2.4
48862,185597,5.33
48863,185598,4
48864,185601,0
48865,185607,0
48866,185608,3.5
48867,185611,5.2
48868,185613,1
48869,185614,4.5
48870,185615,5.88
48871,185620,4.55
48872,185622,0
48873,185624,4.33
48874,185629,2.71
48875,185630,0
48876,185631,1.75
48877,185634,0
48878,185637,6.94
48879,185638,0
48880,185639,0
48881,185640,5.17
48882,185642,2.89
48883,185647,3
48884,185648,2.75
48885,185652,0
48886,185655,3.86
48887,185667,10.12
48888,185668,0
48889,185669,3
48890,185670,0
48891,185671,4.9
48892,185687,2.33
48893,185693,3.6
48894,185694,4.2
48895,185698,2
48896,185701,10
48897,185704,0
48898,185722,5.5
48899,185727,0
48900,185729,0
48901,185731,9.4
48902,185733,3.67
48903,185735,0
48904,185745,7.71
48905,185752,5
48906,185757,0
48907,185766,5.26
48908,185771,8.6
48909,185779,3.25
48910,185781,6.3
48911,185783,0
48912,185789,4.23
48913,185794,3.29
48914,185798,0
48915,185800,5.17
48916,185813,0
48917,185814,7.13
48918,185816,6.27
48919,185821,3.33
48920,185823,3.17
48921,185829,0
48922,185836,6
48923,185838,0
48924,185840,3.5
48925,185845,5.6
48926,185846,6.25
48927,185847,3
48928,185849,3.56
48929,185852,5.44
48930,185854,0
48931,185855,0
48932,185856,9.25
48933,185857,4
48934,185866,6
48935,185867,9.33
48936,185872,7.5
48937,185877,11.6
48938,185883,2.55
48939,185884,3.4
48940,185886,0
48941,185891,4.67
48942,185895,6.5
48943,185898,8.57
48944,185901,0
48945,185902,0
48946,185903,5.67
48947,185904,10
48948,185907,19.5
48949,185911,2
48950,185913,3.5
48951,185918,4.5
48952,185919,5.22
48953,185926,0
48954,185928,7.17
48955,185931,0
48956,185953,0
48957,185954,5.2
48958,185957,0
48959,185959,10.25
48960,185964,4.5
48961,185965,0
48962,185968,6.67
48963,185969,5.67
48964,185970,6.25
48965,185971,5.6
48966,185974,0
48967,185977,3
48968,185979,1
48969,185980,5.5
48970,185983,3
48971,185992,0
48972,185993,4.67
48973,185995,8.89
48974,185997,19.5
48975,185999,3.25
48976,186000,2.33
48977,186003,5.23
48978,186004,2.67
48979,186005,6.4
48980,186010,5.33
48981,186014,0
48982,186015,6.75
48983,186018,2.45
48984,186022,5
48985,186023,6.5
48986,186025,0
48987,186027,10
48988,186028,0
48989,186031,0
48990,186033,15.33
48991,186034,5.75
48992,186039,0
48993,186042,9
48994,186047,0
48995,186054,5.43
48996,186057,5
48997,186062,0
48998,186067,10.33
48999,186070,3.47
49000,186071,0
49001,186076,0
49002,186081,5.43
49003,186083,6.25
49004,186084,0
49005,186086,0
49006,186087,0
49007,186090,5
49008,186093,2.5
49009,186099,4.38
49010,186100,12.67
49011,186101,1
49012,186102,0
49013,186103,0
49014,186107,0
49015,186111,9.83
49016,186114,11.11
49017,186117,5.5
49018,186119,4.75
49019,186122,6
49020,186124,0
49021,186126,0
49022,186140,4.4
49023,186141,9.41
49024,186148,2.93
49025,186149,4.67
49026,186150,5.12
49027,186155,3.5
49028,186156,3.33
49029,186160,7.32
49030,186178,0
49031,186181,2.67
49032,186184,5.67
49033,186187,7.25
49034,186188,4.78
49035,186192,0
49036,186194,7
49037,186209,0
49038,186210,3.88
49039,186217,2.5
49040,186222,5.83
49041,186224,3.82
49042,186229,6
49043,186232,4.67
49044,186235,7.62
49045,186236,5.8
49046,186238,4
49047,186242,6.25
49048,186243,13.11
49049,186244,5.43
49050,186246,0
49051,186248,7
49052,186249,2.5
49053,186261,8.62
49054,186267,0
49055,186268,3.25
49056,186271,4.3
49057,186273,4.89
49058,186276,7.8
49059,186281,12.6
49060,186295,3.33
49061,186302,4.17
49062,186303,3.67
49063,186304,3.58
49064,186309,0
49065,186311,2.5
49066,186313,5.67
49067,186317,7.4
49068,186331,5.57
49069,186334,8
49070,186338,5.22
49071,186343,4.83
49072,186344,3.87
49073,186345,3.33
49074,186348,13.67
49075,186355,5
49076,186359,0
49077,186361,3.75
49078,186365,0
49079,186367,2
49080,186369,5.88
49081,186371,6.44
49082,186375,3.33
49083,186377,4.5
49084,186380,7.43
49085,186382,0
49086,186383,4.44
49087,186386,3.75
49088,186402,2.4
49089,186403,3.4
49090,186407,3.85
49091,186411,2.5
49092,186413,18
49093,186416,7.12
49094,186418,4.22
49095,186424,3.6
49096,186426,7.57
49097,186427,10.5
49098,186428,4.54
49099,186432,0
49100,186437,3.2
49101,186438,5.17
49102,186443,6
49103,186446,2.88
49104,186447,0
49105,186448,4.62
49106,186449,16.62
49107,186454,0
49108,186456,4.33
49109,186457,4.33
49110,186462,3.4
49111,186464,0
49112,186468,4.67
49113,186472,13.5
49114,186473,0
49115,186474,9
49116,186480,5.67
49117,186482,3.8
49118,186483,0
49119,186484,0
49120,186495,2.57
49121,186498,3.25
49122,186505,2.6
49123,186508,3.67
49124,186509,3.54
49125,186515,4.78
49126,186522,0
49127,186524,11.33
49128,186525,0
49129,186527,0
49130,186528,3.33
49131,186532,8.47
49132,186535,6.67
49133,186536,0
49134,186537,0
49135,186542,0
49136,186545,7.25
49137,186548,0
49138,186549,5.36
49139,186560,1
49140,186569,3.75
49141,186571,19
49142,186576,3.67
49143,186586,6.5
49144,186591,12.06
49145,186596,2
49146,186597,0
49147,186603,0
49148,186606,4
49149,186614,3.33
49150,186617,6.83
49151,186634,6.88
49152,186636,0
49153,186637,5
49154,186647,3.88
49155,186654,5
49156,186655,6
49157,186662,0
49158,186670,0
49159,186671,5.67
49160,186675,3.56
49161,186677,3
49162,186678,0
49163,186679,10
49164,186681,4.17
49165,186683,0
49166,186691,0
49167,186693,6.2
49168,186698,9.33
49169,186700,8.75
49170,186702,4.44
49171,186703,4.75
49172,186704,5.4
49173,186705,3.75
49174,186711,3.57
49175,186712,3.67
49176,186713,0
49177,186714,3.82
49178,186716,9.25
49179,186725,4.11
49180,186727,3
49181,186730,6.17
49182,186731,4.4
49183,186738,3.2
49184,186745,4.29
49185,186753,5.67
49186,186756,6.79
49187,186769,2.67
49188,186770,0
49189,186779,7.25
49190,186782,3.7
49191,186783,2.56
49192,186790,4.64
49193,186792,1
49194,186795,9
49195,186798,5.2
49196,186800,2.78
49197,186804,2.88
49198,186810,3.47
49199,186813,3.5
49200,186815,0
49201,186821,6.69
49202,186823,10
49203,186824,0
49204,186825,0
49205,186827,4.62
49206,186828,2.91
49207,186829,4
49208,186831,5.71
49209,186832,3.33
49210,186847,6
49211,186848,8.61
49212,186856,1
49213,186860,0
49214,186864,5
49215,186867,3.5
49216,186870,3
49217,186875,3.6
49218,186876,13
49219,186877,3
49220,186889,0
49221,186895,0
49222,186896,11
49223,186897,5.88
49224,186900,3.67
49225,186904,5.5
49226,186906,3.67
49227,186911,5.8
49228,186916,3.2
49229,186918,3.92
49230,186930,3.25
49231,186933,2.67
49232,186938,4.33
49233,186950,10.83
49234,186955,10.9
49235,186961,3
49236,186962,4.59
49237,186971,0
49238,186972,0
49239,186973,0
49240,186982,4.75
49241,186983,4
49242,186989,0
49243,186995,3.77
49244,186997,4
49245,187006,0
49246,187015,4.33
49247,187024,0
49248,187025,3.47
49249,187028,0
49250,187029,5.21
49251,187033,0
49252,187034,6.17
49253,187039,8.62
49254,187047,5.33
49255,187055,16
49256,187056,6
49257,187057,0
49258,187064,5.77
49259,187068,0
49260,187075,2.83
49261,187079,0
49262,187085,0
49263,187093,0
49264,187094,3
49265,187097,5.47
49266,187098,11.67
49267,187106,0
49268,187107,7.25
49269,187115,5
49270,187116,5
49271,187128,9.5
49272,187129,0
49273,187130,3
49274,187131,4.5
49275,187132,0
49276,187135,3.43
49277,187140,0
49278,187147,6.71
49279,187149,4.17
49280,187152,6.33
49281,187160,5.86
49282,187169,13.43
49283,187172,8
49284,187175,0
49285,187177,0
49286,187178,0
49287,187190,10
49288,187200,3.78
49289,187202,20
49290,187205,4.25
49291,187212,4
49292,187226,6.39
49293,187228,0
49294,187233,0
49295,187235,0
49296,187240,3.71
49297,187245,6.45
49298,187247,3.67
49299,187250,11.2
49300,187251,0
49301,187262,6.17
49302,187263,5.5
49303,187265,4.86
49304,187266,0
49305,187275,11.08
49306,187279,6.38
49307,187282,4.75
49308,187286,3.5
49309,187288,0
49310,187292,8.57
49311,187298,4.33
49312,187301,0
49313,187302,3.86
49314,187307,0
49315,187313,0
49316,187314,4.33
49317,187315,9.83
49318,187319,0
49319,187320,0
49320,187323,5.33
49321,187324,0
49322,187325,4.29
49323,187329,3.17
49324,187330,8
49325,187337,3.38
49326,187338,0
49327,187342,5.6
49328,187343,3.82
49329,187347,0
49330,187351,0
49331,187356,0
49332,187359,20
49333,187362,4
49334,187363,2.33
49335,187365,3.82
49336,187369,0
49337,187374,18
49338,187384,5.81
49339,187390,7.67
49340,187415,12.33
49341,187418,4.08
49342,187423,2.83
49343,187429,6.5
49344,187438,5.89
49345,187451,5.33
49346,187458,3.2
49347,187459,5.57
49348,187463,0
49349,187467,3.88
49350,187468,5
49351,187471,6.6
49352,187474,0
49353,187487,2.93
49354,187490,3.57
49355,187496,2.88
49356,187498,0
49357,187504,4.15
49358,187505,3.17
49359,187517,6.43
49360,187518,4.89
49361,187523,0
49362,187524,2.55
49363,187527,9.67
49364,187529,0
49365,187530,5.11
49366,187538,6.75
49367,187546,14.6
49368,187547,0
49369,187548,3.33
49370,187551,3.75
49371,187559,13
49372,187563,4.75
49373,187564,0
49374,187565,3.92
49375,187566,7.5
49376,187567,0
49377,187570,3
49378,187572,4.14
49379,187576,6.83
49380,187577,5.4
49381,187580,6.4
49382,187582,4
49383,187585,4.38
49384,187591,5
49385,187592,5.67
49386,187593,3.67
49387,187596,6.33
49388,187597,0
49389,187599,9.56
49390,187601,2
49391,187602,0
49392,187603,10.67
49393,187604,12
49394,187605,2.38
49395,187607,4.6
49396,187608,0
49397,187610,3
49398,187615,3.75
49399,187617,5.11
49400,187618,4.73
49401,187620,6
49402,187622,8.08
49403,187623,4
49404,187632,0
49405,187637,9.17
49406,187640,2.75
49407,187648,4
49408,187650,0
49409,187657,0
49410,187662,0
49411,187664,6.62
49412,187666,3.39
49413,187668,5.6
49414,187669,4
49415,187672,7
49416,187673,3.6
49417,187677,6.8
49418,187678,0
49419,187679,3
49420,187682,0
49421,187691,4.57
49422,187693,4
49423,187694,6.75
49424,187696,3.78
49425,187697,6.5
49426,187698,7
49427,187702,4.38
49428,187703,0
49429,187704,3.33
49430,187712,3
49431,187719,0
49432,187728,7.92
49433,187729,8.9
49434,187731,3
49435,187748,0
49436,187749,9
49437,187759,2.67
49438,187764,4.19
49439,187765,0
49440,187770,0
49441,187774,3
49442,187780,3.5
49443,187781,2.88
49444,187782,7.67
49445,187788,5.33
49446,187799,5.36
49447,187802,4.86
49448,187804,5.14
49449,187805,5.5
49450,187809,2.8
49451,187827,7.17
49452,187832,3.5
49453,187833,0
49454,187842,5.33
49455,187843,5.22
49456,187844,0
49457,187847,0
49458,187850,0
49459,187852,5.29
49460,187853,4.4
49461,187856,0
49462,187858,2.67
49463,187861,0
49464,187862,2.25
49465,187864,7.25
49466,187870,14.71
49467,187874,14.14
49468,187882,10.57
49469,187883,3.89
49470,187886,6.71
49471,187888,7.5
49472,187893,0
49473,187894,3.85
49474,187895,3.5
49475,187897,5
49476,187900,0
49477,187903,10
49478,187910,0
49479,187917,4
49480,187927,3
49481,187928,3.2
49482,187935,5
49483,187936,2.83
49484,187937,4.82
49485,187938,2.53
49486,187949,7
49487,187950,0
49488,187954,6.85
49489,187958,4.25
49490,187961,0
49491,187962,6.25
49492,187971,2
49493,187973,9.25
49494,187979,0
49495,187981,7
49496,187983,0
49497,187987,0
49498,187990,4.12
49499,187992,6.1
49500,188002,7.5
49501,188005,6.4
49502,188011,7
49503,188012,0
49504,188014,5
49505,188015,5.67
49506,188029,2
49507,188030,0
49508,188032,0
49509,188037,4.75
49510,188038,2.43
49511,188046,1.88
49512,188047,4
49513,188049,8.11
49514,188051,2.6
49515,188064,3.33
49516,188071,3.4
49517,188077,0
49518,188079,4.86
49519,188084,3.67
49520,188089,0
49521,188090,0
49522,188101,0
49523,188104,6.4
49524,188105,3.67
49525,188109,6.5
49526,188110,9.2
49527,188115,5.8
49528,188116,0
49529,188120,4.38
49530,188123,4.07
49531,188127,13.6
49532,188130,8.65
49533,188136,3.79
49534,188139,0
49535,188140,2.91
49536,188143,4
49537,188147,7.83
49538,188148,2.87
49539,188150,5.42
49540,188151,5.25
49541,188160,3.93
49542,188169,0
49543,188172,4.64
49544,188176,4.29
49545,188180,4.67
49546,188186,0
49547,188190,0
49548,188191,5.42
49549,188199,1.67
49550,188207,6.33
49551,188216,0
49552,188222,4.8
49553,188225,4
49554,188227,5.92
49555,188230,7.07
49556,188240,0
49557,188241,2.75
49558,188243,14.33
49559,188251,2.38
49560,188257,0
49561,188258,0
49562,188263,3.09
49563,188264,3.62
49564,188265,0
49565,188267,0
49566,188269,0
49567,188270,0
49568,188272,0
49569,188275,0
49570,188285,4
49571,188286,0
49572,188287,4.18
49573,188296,0
49574,188298,8.2
49575,188299,9.5
49576,188307,0
49577,188310,2.67
49578,188315,4
49579,188316,0
49580,188317,0
49581,188323,2.86
49582,188325,4.7
49583,188329,4.88
49584,188330,5.75
49585,188331,5.33
49586,188335,0
49587,188344,2.67
49588,188349,4.29
49589,188357,0
49590,188363,0
49591,188366,0
49592,188370,2
49593,188374,0
49594,188377,8.7
49595,188379,2.88
49596,188388,7.69
49597,188399,13.33
49598,188400,4.4
49599,188403,2.75
49600,188404,0
49601,188407,2
49602,188410,2.4
49603,188413,0
49604,188415,2
49605,188418,3.43
49606,188422,1
49607,188425,0
49608,188426,6
49609,188432,4.5
49610,188437,4
49611,188441,0
49612,188442,0
49613,188446,6.25
49614,188448,0
49615,188449,4.4
49616,188450,9.43
49617,188453,0
49618,188461,5.93
49619,188463,4.43
49620,188466,0
49621,188467,7.7
49622,188471,10.1
49623,188473,0
49624,188475,5.57
49625,188476,0
49626,188484,4.67
49627,188489,2.75
49628,188491,0
49629,188497,6.64
49630,188502,0
49631,188503,11.5
49632,188505,8.8
49633,188510,8.5
49634,188512,4
49635,188519,0
49636,188520,6
49637,188522,0
49638,188523,0
49639,188524,3.75
49640,188525,3.62
49641,188526,1
49642,188531,0
49643,188534,3.88
49644,188539,4.67
49645,188545,6.44
49646,188555,4.22
49647,188556,0
49648,188557,3.4
49649,188559,5.71
49650,188564,0
49651,188573,0
49652,188575,6
49653,188576,3.67
49654,188577,4
49655,188586,2.5
49656,188587,0
49657,188588,4.15
49658,188592,4.17
49659,188596,4.5
49660,188597,0
49661,188603,5.8
49662,188605,4.38
49663,188613,4.77
49664,188629,0
49665,188632,4.85
49666,188634,3.2
49667,188639,7.75
49668,188641,3.92
49669,188655,1.75
49670,188657,5
49671,188661,7.4
49672,188666,5
49673,188672,0
49674,188673,0
49675,188674,4.81
49676,188676,4.62
49677,188684,8.6
49678,188689,0
49679,188694,12.17
49680,188696,3.33
49681,188697,3.33
49682,188703,0
49683,188707,0
49684,188710,2.75
49685,188722,0
49686,188726,6.29
49687,188738,5.5
49688,188747,11.81
49689,188750,2.73
49690,188752,8.4
49691,188754,7.33
49692,188757,7.29
49693,188758,10.3
49694,188759,5.5
49695,188760,5.4
49696,188766,3
49697,188768,6.11
49698,188770,0
49699,188774,6
49700,188777,0
49701,188778,0
49702,188781,4.91
49703,188783,4.43
49704,188785,0
49705,188788,0
49706,188792,3.14
49707,188793,0
49708,188799,0
49709,188801,0
49710,188810,2.6
49711,188822,2.75
49712,188825,6
49713,188826,12
49714,188827,5.33
49715,188832,8.75
49716,188833,5.69
49717,188840,4.86
49718,188844,7.59
49719,188848,3.75
49720,188855,3.78
49721,188875,5.14
49722,188880,0
49723,188887,0
49724,188892,5.91
49725,188896,8.2
49726,188897,0
49727,188900,4.47
49728,188901,3.35
49729,188906,3.75
49730,188910,0
49731,188912,5.79
49732,188917,3.6
49733,188918,3.14
49734,188924,4.6
49735,188925,4
49736,188928,3.33
49737,188933,0
49738,188934,6.5
49739,188943,7.67
49740,188947,0
49741,188950,0
49742,188953,3.66
49743,188957,0
49744,188966,4.65
49745,188968,0
49746,188970,4.04
49747,188974,3
49748,188979,6.86
49749,188986,0
49750,188987,7.11
49751,188988,3.6
49752,188991,3.29
49753,188993,4.6
49754,188996,11.07
49755,188998,7.33
49756,189007,18
49757,189010,3.8
49758,189013,0
49759,189023,1
49760,189024,3.43
49761,189027,4.27
49762,189031,3.15
49763,189032,4.5
49764,189033,7.4
49765,189038,7
49766,189039,0
49767,189041,0
49768,189042,4
49769,189045,4.7
49770,189055,6.57
49771,189057,7
49772,189061,0
49773,189062,4.58
49774,189063,8.46
49775,189067,0
49776,189068,4
49777,189079,7.17
49778,189084,0
49779,189086,4
49780,189087,0
49781,189094,3.38
49782,189098,0
49783,189100,9.42
49784,189101,0
49785,189104,4
49786,189106,0
49787,189112,6.75
49788,189114,4.33
49789,189117,5.25
49790,189121,3.5
49791,189125,11.67
49792,189128,0
49793,189131,2
49794,189132,1
49795,189134,13.33
49796,189137,5
49797,189139,5.29
49798,189142,0
49799,189150,7.75
49800,189152,11
49801,189154,0
49802,189157,6.7
49803,189162,2.33
49804,189170,3.46
49805,189173,3.25
49806,189176,0
49807,189177,3
49808,189181,3.08
49809,189186,0
49810,189188,3
49811,189195,0
49812,189201,3
49813,189207,0
49814,189208,4
49815,189214,0
49816,189220,0
49817,189224,0
49818,189236,0
49819,189243,2.46
49820,189245,7.33
49821,189250,4.33
49822,189253,13.67
49823,189262,4
49824,189270,2.38
49825,189271,2
49826,189273,4.5
49827,189274,4.25
49828,189278,12
49829,189281,0
49830,189286,2.33
49831,189288,3.33
49832,189289,6.29
49833,189293,3.11
49834,189301,4.83
49835,189302,7.3
49836,189303,0
49837,189305,8
49838,189308,6.12
49839,189309,0
49840,189311,2.29
49841,189315,0
49842,189316,8
49843,189321,3.34
49844,189323,4
49845,189324,3.19
49846,189331,7.4
49847,189332,1
49848,189333,4.17
49849,189335,4.09
49850,189336,0
49851,189338,0
49852,189358,0
49853,189359,3.3
49854,189367,5.57
49855,189369,4.44
49856,189374,3.43
49857,189376,7.75
49858,189378,5.12
49859,189381,0
49860,189383,0
49861,189393,3.93
49862,189400,0
49863,189402,0
49864,189404,2
49865,189407,4.22
49866,189411,0
49867,189412,0
49868,189413,5.42
49869,189415,4.75
49870,189423,4.5
49871,189424,5.86
49872,189426,7.89
49873,189428,0
49874,189429,3.86
49875,189430,4.33
49876,189433,12.33
49877,189434,8.64
49878,189435,4.31
49879,189439,0
49880,189451,6
49881,189460,4
49882,189461,4.67
49883,189465,3.2
49884,189466,4.3
49885,189471,0
49886,189472,6
49887,189473,4.25
49888,189480,0
49889,189481,6
49890,189484,4.55
49891,189493,4.05
49892,189496,0
49893,189498,3.83
49894,189504,0
49895,189507,0
49896,189508,0
49897,189509,9
49898,189516,6.33
49899,189518,7.25
49900,189521,3.64
49901,189524,5.25
49902,189525,5.33
49903,189526,0
49904,189530,0
49905,189532,11.17
49906,189533,3.2
49907,189538,0
49908,189539,4.67
49909,189542,3.83
49910,189543,0
49911,189547,7
49912,189548,0
49913,189549,1
49914,189556,0
49915,189561,2.71
49916,189567,2.9
49917,189568,5.23
49918,189574,4
49919,189578,4.67
49920,189579,3
49921,189580,4.1
49922,189582,0
49923,189584,0
49924,189589,3
49925,189590,8.15
49926,189593,6.09
49927,189601,5.33
49928,189603,0
49929,189605,13
49930,189606,8.33
49931,189608,3.8
49932,189612,6.8
49933,189613,5.5
49934,189615,0
49935,189617,0
49936,189619,4.75
49937,189622,1.6
49938,189623,6.9
49939,189625,0
49940,189627,0
49941,189628,0
49942,189629,5.29
49943,189631,14
49944,189634,0
49945,189635,7.46
49946,189636,2.45
49947,189637,2.67
49948,189638,3.4
49949,189642,3.5
49950,189643,9.25
49951,189646,3.6
49952,189647,0
49953,189649,7.75
49954,189656,5.67
49955,189661,3.57
49956,189667,9.6
49957,189668,3
49958,189679,4.67
49959,189680,5.4
49960,189690,1
49961,189691,0
49962,189692,8.6
49963,189696,0
49964,189698,7.73
49965,189707,4.89
49966,189708,6.18
49967,189710,4.67
49968,189715,2.93
49969,189716,3.5
49970,189718,3
49971,189721,4.42
49972,189723,3.59
49973,189724,7
49974,189731,6.08
49975,189732,4.29
49976,189739,3.5
49977,189741,5.11
49978,189748,4.38
49979,189751,0
49980,189754,3.12
49981,189755,3.75
49982,189759,0
49983,189761,3
49984,189767,6
49985,189771,0
49986,189774,0
49987,189784,5.33
49988,189785,4.38
49989,189791,2.71
49990,189794,4.64
49991,189798,7.88
49992,189800,0
49993,189808,5.25
49994,189810,0
49995,189819,0
49996,189825,0
49997,189827,6.88
49998,189828,4
49999,189835,2.67
50000,189836,7.67
50001,189840,4.83
50002,189842,7.3
50003,189843,0
50004,189847,8.5
50005,189848,6
50006,189855,0
50007,189859,5
50008,189870,4.1
50009,189873,0
50010,189874,4.29
50011,189878,4.14
50012,189879,2.5
50013,189882,3.5
50014,189884,5.38
50015,189886,0
50016,189887,4
50017,189891,0
50018,189894,2.62
50019,189896,0
50020,189897,4.4
50021,189898,0
50022,189899,3.2
50023,189900,5
50024,189906,0
50025,189907,10.8
50026,189910,3.11
50027,189916,5.4
50028,189919,4.67
50029,189923,5
50030,189925,7
50031,189926,0
50032,189932,7
50033,189937,0
50034,189939,3.75
50035,189942,0
50036,189953,3.14
50037,189954,4.8
50038,189956,6.33
50039,189957,2.33
50040,189963,3
50041,189975,3.18
50042,189979,2.38
50043,189982,2.33
50044,189988,3
50045,189990,0
50046,189991,5.18
50047,190006,16
50048,190010,4
50049,190015,3.78
50050,190018,4
50051,190029,5.17
50052,190033,10.54
50053,190035,3.69
50054,190036,0
50055,190040,8.62
50056,190042,6.71
50057,190047,5.8
50058,190048,0
50059,190056,0
50060,190058,0
50061,190059,4.2
50062,190063,8.33
50063,190064,6.67
50064,190067,7.2
50065,190074,16
50066,190075,7.6
50067,190078,4.67
50068,190080,6.33
50069,190088,5.4
50070,190094,5
50071,190099,4.23
50072,190100,4.6
50073,190109,0
50074,190115,2
50075,190124,6.33
50076,190125,2.75
50077,190129,4.2
50078,190132,13
50079,190133,0
50080,190139,8
50081,190141,5.11
50082,190142,5.22
50083,190148,2
50084,190151,8.94
50085,190159,2.8
50086,190160,6.78
50087,190161,0
50088,190163,3
50089,190166,0
50090,190167,6
50091,190168,6.38
50092,190173,0
50093,190175,4.75
50094,190177,4.33
50095,190181,4.2
50096,190188,2.67
50097,190191,5.22
50098,190195,4.93
50099,190200,3.6
50100,190201,6.43
50101,190202,9.25
50102,190203,5
50103,190204,0
50104,190205,0
50105,190213,0
50106,190221,4.33
50107,190228,14
50108,190233,4.75
50109,190237,4.5
50110,190246,5
50111,190247,0
50112,190249,5.67
50113,190250,0
50114,190251,10
50115,190272,2.8
50116,190282,5.64
50117,190285,2.6
50118,190292,0
50119,190296,4.29
50120,190298,6.8
50121,190302,8.8
50122,190310,5
50123,190322,7
50124,190325,8.11
50125,190327,7.6
50126,190329,4.42
50127,190330,5.14
50128,190331,2.6
50129,190332,5.73
50130,190334,0
50131,190338,3.25
50132,190343,0
50133,190346,6.67
50134,190351,9
50135,190353,0
50136,190357,0
50137,190358,3.67
50138,190360,0
50139,190362,0
50140,190367,3
50141,190368,4.88
50142,190374,3.75
50143,190377,4.5
50144,190378,15.67
50145,190384,15.25
50146,190385,9.71
50147,190386,9.89
50148,190387,11.67
50149,190388,1.8
50150,190394,0
50151,190396,3.33
50152,190404,3.22
50153,190409,7.75
50154,190415,3.17
50155,190417,0
50156,190423,0
50157,190425,0
50158,190427,5.17
50159,190428,10.29
50160,190431,0
50161,190432,4.91
50162,190436,5
50163,190438,3
50164,190439,0
50165,190443,0
50166,190446,0
50167,190449,9.33
50168,190450,3.9
50169,190453,5
50170,190454,16
50171,190455,17
50172,190456,5.63
50173,190464,0
50174,190466,5
50175,190474,0
50176,190478,2.85
50177,190484,0
50178,190485,0
50179,190486,0
50180,190491,4.7
50181,190494,0
50182,190500,2.91
50183,190501,4
50184,190502,10.25
50185,190504,7.75
50186,190505,3.64
50187,190516,5.4
50188,190518,0
50189,190520,18
50190,190525,0
50191,190527,4.8
50192,190529,0
50193,190533,0
50194,190540,7.2
50195,190541,3.33
50196,190544,2.4
50197,190549,0
50198,190555,2.75
50199,190558,4.75
50200,190561,17
50201,190570,4
50202,190575,2.54
50203,190578,0
50204,190579,0
50205,190581,2.38
50206,190584,0
50207,190588,0
50208,190590,0
50209,190593,3.61
50210,190596,0
50211,190602,4.75
50212,190604,3.22
50213,190606,0
50214,190609,11
50215,190612,4.2
50216,190614,5.25
50217,190615,8
50218,190616,4.38
50219,190617,0
50220,190619,4
50221,190620,5.4
50222,190621,9.6
50223,190622,7.6
50224,190626,10.86
50225,190629,0
50226,190630,8
50227,190632,0
50228,190634,5.67
50229,190639,9.2
50230,190654,4.12
50231,190656,11.6
50232,190661,5.8
50233,190662,6.25
50234,190668,3.5
50235,190672,0
50236,190679,0
50237,190681,4.62
50238,190687,0
50239,190691,0
50240,190692,5.39
50241,190693,0
50242,190696,15.4
50243,190698,5.83
50244,190700,4
50245,190701,3
50246,190706,18
50247,190713,0
50248,190714,0
50249,190719,0
50250,190723,7.8
50251,190729,4.6
50252,190732,0
50253,190736,0
50254,190737,0
50255,190738,0
