,codcliente,index
14005,51698,5.25
14006,51701,2.8
14007,51704,0
14008,51712,4.17
14009,51719,5.96
14010,51720,8.2
14011,51721,0
14012,51723,8.2
14013,51726,1.8
14014,51732,5.8
14015,51733,8.75
14016,51738,4.88
14017,51743,0
14018,51754,5.1
14019,51757,5.28
14020,51771,4.52
14021,51772,4.97
14022,51776,4
14023,51778,3.86
14024,51779,9.9
14025,51783,3.5
14026,51784,0
14027,51788,5.12
14028,51789,5
14029,51790,4.08
14030,51799,5.57
14031,51802,2.6
14032,51804,4
14033,51805,6.9
14034,51810,5.5
14035,51812,9.86
14036,51817,0
14037,51837,10.25
14038,51841,0
14039,51847,16.57
14040,51852,4.33
14041,51857,0
14042,51858,0
14043,51859,4.67
14044,51862,14.25
14045,51865,2.7
14046,51866,0
14047,51878,5.29
14048,51882,0
14049,51885,6.5
14050,51889,0
14051,51890,3.33
14052,51893,14
14053,51895,0
14054,51898,7.18
14055,51906,3.33
14056,51908,0
14057,51919,5.75
14058,51926,5.43
14059,51928,4.15
14060,51937,4.5
14061,51938,6.42
14062,51943,3.69
14063,51948,0
14064,51951,5
14065,51962,4.69
14066,51964,4.75
14067,51966,5.09
14068,51968,2.8
14069,51972,6.33
14070,51979,6.5
14071,51980,4.25
14072,51983,0
14073,51986,0
14074,51987,6.67
14075,51988,8.25
14076,51990,3.61
14077,51991,1.5
14078,51997,4
14079,51999,0
14080,52001,4.42
14081,52002,6.67
14082,52004,4.83
14083,52008,4.5
14084,52009,0
14085,52012,0
14086,52016,0
14087,52018,0
14088,52022,5.29
14089,52023,5.67
14090,52025,3.29
14091,52027,6.6
14092,52035,8.57
14093,52036,0
14094,52039,4.2
14095,52042,2.83
14096,52045,4.22
14097,52047,10.73
14098,52052,0
14099,52056,3.62
14100,52058,2.8
14101,52063,4.47
14102,52068,3.73
14103,52070,7.11
14104,52080,0
14105,52083,0
14106,52084,3.81
14107,52088,5.75
14108,52092,4
14109,52096,3.33
14110,52099,0
14111,52102,9.5
14112,52107,0
14113,52108,3.33
14114,52114,5
14115,52115,4.82
14116,52120,5
14117,52122,0
14118,52134,6.86
14119,52139,0
14120,52140,5.67
14121,52141,2.67
14122,52145,14.6
14123,52147,2.67
14124,52148,0
14125,52149,0
14126,52151,7.44
14127,52156,8.67
14128,52163,10.06
14129,52164,0
14130,52166,4.71
14131,52168,2.58
14132,52174,4.56
14133,52195,3.62
14134,52200,12.17
14135,52203,3.31
14136,52209,3.71
14137,52212,11.5
14138,52213,6.78
14139,52215,5.75
14140,52220,6.2
14141,52229,0
14142,52230,0
14143,52236,8.45
14144,52240,4.05
14145,52241,3.78
14146,52247,4.2
14147,52248,0
14148,52252,0
14149,52257,4.2
14150,52263,8.46
14151,52265,3.57
14152,52267,4.62
14153,52269,3.45
14154,52271,3.83
14155,52277,7.14
14156,52278,6.25
14157,52280,4.56
14158,52284,0
14159,52290,3.27
14160,52297,4.33
14161,52301,0
14162,52302,5
14163,52305,11.36
14164,52310,5.7
14165,52322,0
14166,52324,2
14167,52334,4.91
14168,52343,4.89
14169,52346,3.57
14170,52348,5.22
14171,52359,10.5
14172,52363,4.74
14173,52366,5.4
14174,52367,5.64
14175,52372,7.5
14176,52374,5.5
14177,52375,6.67
14178,52376,3.33
14179,52378,5.67
14180,52379,8.38
14181,52380,7.31
14182,52381,5.2
14183,52382,11.89
14184,52383,12
14185,52388,7.67
14186,52396,3.17
14187,52400,4.33
14188,52402,0
14189,52403,2.83
14190,52418,0
14191,52424,4
14192,52429,0
14193,52431,2.67
14194,52434,7.33
14195,52439,2.17
14196,52440,0
14197,52441,4.33
14198,52442,4
14199,52443,6
14200,52447,2.17
14201,52448,0
14202,52452,4.67
14203,52456,2.5
14204,52460,3.25
14205,52463,2
14206,52466,0
14207,52468,4.83
14208,52470,5
14209,52475,3.67
14210,52477,5.47
14211,52478,9.64
14212,52482,0
14213,52498,0
14214,52502,0
14215,52504,2
14216,52511,0
14217,52515,9.25
14218,52519,4.25
14219,52520,7.8
14220,52526,0
14221,52528,5.67
14222,52530,3.33
14223,52531,4.43
14224,52533,0
14225,52534,0
14226,52535,2.79
14227,52539,4.8
14228,52542,0
14229,52544,3.17
14230,52547,0
14231,52553,4
14232,52555,2.33
14233,52563,2.23
14234,52564,5.88
14235,52567,2.8
14236,52568,5
14237,52569,4.52
14238,52577,0
14239,52580,0
14240,52581,0
14241,52584,3.67
14242,52585,5.17
14243,52587,0
14244,52590,6.83
14245,52592,6.29
14246,52598,0
14247,52604,7
14248,52605,3
14249,52617,16
14250,52624,4.67
14251,52627,9
14252,52632,5.83
14253,52635,4.67
14254,52637,8.17
14255,52641,14.33
14256,52642,0
14257,52648,0
14258,52650,3.92
14259,52652,0
14260,52655,5.6
14261,52659,3.85
14262,52663,0
14263,52664,0
14264,52672,0
14265,52674,6.58
14266,52676,0
14267,52677,8.33
14268,52678,5.25
14269,52679,0
14270,52681,5.33
14271,52682,8.75
14272,52684,2.5
14273,52685,0
14274,52687,8.5
14275,52689,6.86
14276,52694,7.14
14277,52696,6.83
14278,52697,6.67
14279,52698,2.75
14280,52699,3.29
14281,52700,6.25
14282,52702,6.67
14283,52704,1
14284,52705,2.33
14285,52706,0
14286,52707,5.86
14287,52712,2.8
14288,52715,9.33
14289,52718,0
14290,52725,5.23
14291,52726,4.4
14292,52737,5.62
14293,52748,6
14294,52753,0
14295,52756,11
14296,52757,7.33
14297,52772,12.58
14298,52774,6.33
14299,52775,6.45
14300,52776,6.8
14301,52799,5.33
14302,52801,4.67
14303,52802,0
14304,52805,4.8
14305,52806,2.83
14306,52809,3.4
14307,52811,0
14308,52812,0
14309,52816,3.67
14310,52818,2.88
14311,52819,4
14312,52820,0
14313,52827,19.8
14314,52832,0
14315,52837,3.5
14316,52838,0
14317,52839,14.17
14318,52841,11.2
14319,52843,2.67
14320,52851,6.25
14321,52852,0
14322,52853,5.29
14323,52854,0
14324,52855,4.2
14325,52861,4.23
14326,52863,0
14327,52867,4.5
14328,52874,3.33
14329,52875,0
14330,52876,0
14331,52877,4.7
14332,52886,3.6
14333,52889,6.78
14334,52891,0
14335,52892,0
14336,52900,6.09
14337,52904,3.6
14338,52912,0
14339,52918,2.88
14340,52919,6.31
14341,52922,4.75
14342,52924,4.87
14343,52928,1.91
14344,52933,9.13
14345,52934,4.5
14346,52935,2.8
14347,52937,0
14348,52943,3.33
14349,52945,11.67
14350,52947,6.86
14351,52948,6
14352,52950,2.86
14353,52951,5.29
14354,52952,5
14355,52955,12.25
14356,52957,5.33
14357,52959,11.14
14358,52964,0
14359,52978,4.86
14360,52984,4
14361,52986,4.88
14362,52988,0
14363,52999,5
14364,53006,0
14365,53008,0
14366,53010,6
14367,53013,7.17
14368,53016,2.29
14369,53024,0
14370,53027,3.5
14371,53031,3.33
14372,53032,2.83
14373,53040,3.25
14374,53042,3
14375,53043,3.6
14376,53051,2.62
14377,53057,19.25
14378,53062,2.29
14379,53064,0
14380,53072,6.5
14381,53073,3.88
14382,53078,10
14383,53092,4.5
14384,53099,12.83
14385,53101,16
14386,53102,4.62
14387,53106,7.75
14388,53110,3.5
14389,53112,0
14390,53114,9.17
14391,53116,7.67
14392,53117,3.6
14393,53118,6.09
14394,53121,0
14395,53127,2.71
14396,53130,3
14397,53132,2.5
14398,53133,3.29
14399,53135,0
14400,53139,0
14401,53141,6
14402,53147,3.73
14403,53148,2.86
14404,53151,2.67
14405,53153,7.86
14406,53154,3.5
14407,53162,0
14408,53164,4.12
14409,53173,2
14410,53174,0
14411,53179,0
14412,53180,3.69
14413,53184,5.67
14414,53192,0
14415,53197,0
14416,53200,4
14417,53201,0
14418,53207,5
14419,53208,8.4
14420,53218,0
14421,53229,3.4
14422,53233,0
14423,53235,5.79
14424,53236,9.4
14425,53240,3.25
14426,53243,0
14427,53246,5
14428,53249,0
14429,53256,7.67
14430,53267,3.25
14431,53270,6.25
14432,53271,8.2
14433,53281,4
14434,53282,4
14435,53288,11.17
14436,53291,8.18
14437,53293,0
14438,53295,9.57
14439,53298,6.8
14440,53299,2
14441,53302,0
14442,53303,3.83
14443,53305,2.75
14444,53306,3.6
14445,53307,4.83
14446,53308,8.45
14447,53315,11.75
14448,53322,5
14449,53323,2.2
14450,53330,5.09
14451,53332,3.57
14452,53335,2
14453,53338,7.78
14454,53339,0
14455,53341,5.67
14456,53344,5.88
14457,53346,6.17
14458,53347,0
14459,53356,1
14460,53357,1
14461,53360,3.57
14462,53361,7.78
14463,53362,2.75
14464,53364,4.71
14465,53366,5.75
14466,53368,0
14467,53370,9.67
14468,53371,3
14469,53372,2.83
14470,53373,0
14471,53384,3.75
14472,53392,8
14473,53394,11.25
14474,53395,0
14475,53396,4.67
14476,53397,10.5
14477,53401,0
14478,53407,8.33
14479,53408,4
14480,53409,4
14481,53411,0
14482,53412,6.67
14483,53414,5
14484,53418,4.33
14485,53419,2
14486,53423,5.11
14487,53425,3.33
14488,53427,5.62
14489,53429,4.67
14490,53430,4.67
14491,53432,13.75
14492,53434,0
14493,53436,14.12
14494,53440,4.5
14495,53444,2.79
14496,53445,0
14497,53446,0
14498,53449,0
14499,53453,5.4
14500,53463,0
14501,53465,5.22
14502,53468,10.56
14503,53481,2
14504,53483,7.77
14505,53484,8.71
14506,53486,3.25
14507,53492,0
14508,53494,5.83
14509,53497,8.75
14510,53498,4.2
14511,53500,4.33
14512,53502,4.29
14513,53505,2.88
14514,53506,7.6
14515,53508,7.8
14516,53510,5.56
14517,53514,7.25
14518,53529,0
14519,53530,4.38
14520,53533,5.9
14521,53545,4
14522,53546,3.64
14523,53549,3.31
14524,53550,14.83
14525,53551,3.29
14526,53552,6.2
14527,53553,0
14528,53554,5.57
14529,53565,3.75
14530,53567,1
14531,53580,0
14532,53584,4.9
14533,53585,0
14534,53591,0
14535,53598,8.3
14536,53603,2.3
14537,53610,4
14538,53612,3.25
14539,53614,0
14540,53615,12
14541,53620,1
14542,53622,4
14543,53623,3.33
14544,53628,3.5
14545,53630,0
14546,53637,5
14547,53639,6.67
14548,53641,3.71
14549,53644,8
14550,53645,8.2
14551,53652,0
14552,53653,5.25
14553,53665,4.2
14554,53667,5.75
14555,53669,6.67
14556,53670,0
14557,53673,2.44
14558,53676,4.08
14559,53678,0
14560,53683,9.75
14561,53686,1
14562,53701,5.4
14563,53705,2.25
14564,53710,4.75
14565,53720,4
14566,53721,0
14567,53723,4.5
14568,53724,6.64
14569,53726,0
14570,53736,5.25
14571,53740,9.2
14572,53755,4.4
14573,53765,5.6
14574,53766,6.44
14575,53772,3.33
14576,53777,3.88
14577,53780,9.21
14578,53788,6.46
14579,53790,8.64
14580,53792,5.5
14581,53794,2
14582,53796,0
14583,53799,7.62
14584,53801,0
14585,53808,7.67
14586,53809,3.31
14587,53811,2.5
14588,53814,3.5
14589,53820,0
14590,53825,7.57
14591,53826,5.6
14592,53827,5.93
14593,53829,4.36
14594,53833,4
14595,53838,3.57
14596,53840,7
14597,53844,0
14598,53849,0
14599,53850,0
14600,53863,0
14601,53864,0
14602,53868,0
14603,53869,4.75
14604,53873,6.14
14605,53875,2.33
14606,53880,5.36
14607,53883,5.25
14608,53885,3.67
14609,53888,0
14610,53891,3.12
14611,53892,5.17
14612,53893,4.19
14613,53900,5.33
14614,53901,0
14615,53906,0
14616,53909,4.5
14617,53918,0
14618,53922,3.67
14619,53923,5
14620,53925,0
14621,53929,9.4
14622,53933,6.29
14623,53936,5.27
14624,53943,2
14625,53944,3.5
14626,53956,7.75
14627,53958,5
14628,53964,3.67
14629,53965,2.69
14630,53969,2.54
14631,53972,5.8
14632,53977,6.57
14633,53983,4
14634,53984,0
14635,53985,0
14636,53989,6.5
14637,53990,9.38
14638,53991,2.4
14639,53992,0
14640,53996,8.17
14641,53997,4.29
14642,54001,0
14643,54002,5.71
14644,54010,0
14645,54012,4
14646,54015,11.25
14647,54019,1
14648,54020,3.91
14649,54023,8.48
14650,54024,8.24
14651,54025,5.88
14652,54026,0
14653,54027,0
14654,54028,4
14655,54029,12
14656,54031,5.5
14657,54032,9
14658,54033,3.4
14659,54035,6.5
14660,54038,1.67
14661,54042,6.06
14662,54044,5.81
14663,54045,3.86
14664,54048,0
14665,54050,4.67
14666,54053,0
14667,54061,7.11
14668,54063,6.62
14669,54064,5.42
14670,54069,0
14671,54071,0
14672,54077,5
14673,54078,4.29
14674,54095,0
14675,54103,0
14676,54110,5.73
14677,54113,4.75
14678,54117,10.29
14679,54118,1
14680,54130,4.33
14681,54136,0
14682,54138,0
14683,54146,3.33
14684,54152,2.4
14685,54154,2.67
14686,54155,3.67
14687,54156,1
14688,54159,4.27
14689,54166,2.67
14690,54169,4.95
14691,54173,9.4
14692,54206,9
14693,54214,6
14694,54218,5.25
14695,54219,3.25
14696,54220,5
14697,54221,13
14698,54223,3
14699,54226,0
14700,54227,4.4
14701,54230,4.67
14702,54234,2.7
14703,54240,3.25
14704,54242,0
14705,54246,13
14706,54253,5.67
14707,54254,0
14708,54256,6
14709,54258,0
14710,54259,0
14711,54262,4.59
14712,54265,4.88
14713,54267,2.33
14714,54270,5
14715,54271,5.5
14716,54273,6.33
14717,54274,5.2
14718,54289,0
14719,54290,0
14720,54291,3.5
14721,54293,0
14722,54296,3.4
14723,54298,5.48
14724,54307,3.33
14725,54309,6.25
14726,54310,0
14727,54314,9.4
14728,54317,0
14729,54318,5.62
14730,54320,8.4
14731,54322,0
14732,54326,10
14733,54328,6
14734,54331,10.67
14735,54336,4.75
14736,54337,5.25
14737,54348,9.33
14738,54359,0
14739,54360,0
14740,54368,4.33
14741,54372,5
14742,54381,17.33
14743,54391,6.56
14744,54395,0
14745,54402,5
14746,54403,0
14747,54405,0
14748,54415,0
14749,54416,5.89
14750,54424,4
14751,54425,4.75
14752,54426,8
14753,54435,9
14754,54439,0
14755,54441,6.8
14756,54442,4.2
14757,54444,0
14758,54450,0
14759,54452,0
14760,54454,2.6
14761,54455,4.73
14762,54456,6.8
14763,54459,4.33
14764,54471,5.1
14765,54481,2.64
14766,54482,8.5
14767,54483,0
14768,54491,1
14769,54498,0
14770,54500,5.6
14771,54508,0
14772,54509,12.07
14773,54519,0
14774,54523,0
14775,54539,0
14776,54540,0
14777,54542,8
14778,54544,0
14779,54546,3.93
14780,54547,9.53
14781,54548,0
14782,54549,4
14783,54550,7.68
14784,54553,6.45
14785,54558,6.25
14786,54559,8.1
14787,54562,4.62
14788,54566,9.78
14789,54568,8
14790,54570,6.5
14791,54573,0
14792,54579,2.78
14793,54584,0
14794,54587,0
14795,54590,13.5
14796,54592,3.83
14797,54593,4.75
14798,54594,3.86
14799,54608,15
14800,54609,10.57
14801,54610,3.5
14802,54617,6
14803,54636,10.67
14804,54637,3.6
14805,54638,3
14806,54641,20
14807,54649,5.5
14808,54651,9.33
14809,54654,2.67
14810,54655,5
14811,54656,3.71
14812,54657,0
14813,54659,6.82
14814,54660,11.67
14815,54666,3.67
14816,54668,5.19
14817,54669,5.64
14818,54671,8
14819,54672,0
14820,54676,1
14821,54679,0
14822,54693,5.22
14823,54698,2.55
14824,54704,0
14825,54705,9.75
14826,54714,1
14827,54719,4.75
14828,54723,5.86
14829,54727,0
14830,54728,0
14831,54735,5.91
14832,54737,4.88
14833,54739,0
14834,54749,7.6
14835,54750,2.43
14836,54753,2
14837,54754,2
14838,54767,6.83
14839,54768,3.08
14840,54770,4.8
14841,54771,5.33
14842,54776,10
14843,54778,4.17
14844,54779,4.57
14845,54783,4
14846,54786,0
14847,54793,4.5
14848,54800,3.93
14849,54801,0
14850,54804,4.24
14851,54810,4.8
14852,54816,5.93
14853,54817,5.1
14854,54818,5.75
14855,54819,7.08
14856,54821,4.14
14857,54822,0
14858,54824,6.91
14859,54825,7.6
14860,54827,10.54
14861,54833,0
14862,54845,0
14863,54846,13.67
14864,54849,4.3
14865,54851,8
14866,54852,6.29
14867,54857,4.21
14868,54864,0
14869,54866,4.62
14870,54869,5.29
14871,54870,0
14872,54875,0
14873,54877,3.33
14874,54880,2.88
14875,54881,5.25
14876,54883,11.25
14877,54885,10.25
14878,54891,3.8
14879,54896,0
14880,54898,0
14881,54899,0
14882,54900,4
14883,54902,4.78
14884,54903,4.41
14885,54907,3.73
14886,54916,0
14887,54920,11.2
14888,54921,4.33
14889,54947,0
14890,54950,6.24
14891,54952,11.79
14892,54962,9.5
14893,54965,2.57
14894,54966,0
14895,54969,7.8
14896,54974,4.47
14897,54975,9.86
14898,54979,0
14899,54984,3.1
14900,54985,6
14901,54992,0
14902,55001,1
14903,55002,5
14904,55003,4.33
14905,55008,5.19
14906,55010,4.6
14907,55011,0
14908,55018,3.55
14909,55021,0
14910,55024,0
14911,55032,3.67
14912,55037,0
14913,55041,2.9
14914,55046,8.85
14915,55050,3
14916,55053,5.33
14917,55054,0
14918,55056,4.9
14919,55058,4.09
14920,55059,4.09
14921,55060,3
14922,55063,11.57
14923,55067,4.4
14924,55072,0
14925,55074,0
14926,55076,3
14927,55082,3.09
14928,55084,6.3
14929,55085,4.86
14930,55086,1
14931,55090,0
14932,55094,5.67
14933,55103,6.4
14934,55105,0
14935,55107,10.38
14936,55109,0
14937,55121,8.5
14938,55126,7.6
14939,55127,4.46
14940,55128,0
14941,55138,5
14942,55139,2.67
14943,55144,0
14944,55149,4.57
14945,55153,6.5
14946,55158,7.29
14947,55161,0
14948,55163,8
14949,55167,6.57
14950,55169,0
14951,55174,6.5
14952,55180,3.17
14953,55181,9.75
14954,55182,6.57
14955,55183,6.38
14956,55187,0
14957,55190,2.17
14958,55192,7
14959,55195,4.5
14960,55201,3
14961,55207,2.12
14962,55210,0
14963,55211,5.3
14964,55217,6.2
14965,55218,1.86
14966,55224,5.08
14967,55225,4.16
14968,55229,6.12
14969,55231,0
14970,55232,0
14971,55234,7.29
14972,55237,0
14973,55244,0
14974,55245,3.75
14975,55247,5.5
14976,55248,0
14977,55259,2
14978,55268,0
14979,55272,5
14980,55279,3.12
14981,55282,0
14982,55283,0
14983,55285,1
14984,55286,0
14985,55287,2.7
14986,55289,0
14987,55294,14.86
14988,55298,5.29
14989,55300,11
14990,55303,5.58
14991,55305,5.8
14992,55307,3.9
14993,55318,5.57
14994,55319,6
14995,55321,0
14996,55329,8.18
14997,55331,4.41
14998,55335,3.33
14999,55346,0
15000,55351,4
15001,55352,0
15002,55353,5.33
15003,55357,1
15004,55358,4.69
15005,55360,0
15006,55361,6.56
15007,55363,7.2
15008,55368,4.33
15009,55374,9.75
15010,55376,0
15011,55380,3.29
15012,55388,0
15013,55390,4.9
15014,55391,0
15015,55392,1.4
15016,55394,10.71
15017,55396,4.75
15018,55397,3
15019,55398,5.43
15020,55400,1
15021,55403,0
15022,55404,5.7
15023,55408,3.82
15024,55411,9.18
15025,55415,5.67
15026,55421,7
15027,55429,0
15028,55432,0
15029,55433,0
15030,55434,4.67
15031,55441,0
15032,55444,3
15033,55460,5.31
15034,55462,0
15035,55465,2.5
15036,55475,2.86
15037,55487,0
15038,55488,5.2
15039,55490,5.58
15040,55491,3
15041,55496,11.08
15042,55503,7
15043,55510,2.5
15044,55511,3.5
15045,55517,4.6
15046,55520,5.33
15047,55529,3.43
15048,55534,4.25
15049,55536,5.42
15050,55544,0
15051,55547,7.86
15052,55551,6.2
15053,55562,2.83
15054,55567,4.4
15055,55570,5
15056,55571,12.57
15057,55573,6.8
15058,55577,8.36
15059,55586,0
15060,55587,4.92
15061,55592,10.42
15062,55595,7.43
15063,55597,6.57
15064,55603,3.67
15065,55605,4.33
15066,55609,3.46
15067,55611,8.77
15068,55613,0
15069,55617,8
15070,55618,11.67
15071,55619,6.71
15072,55625,0
15073,55626,2.87
15074,55627,2.75
15075,55628,4.44
15076,55629,3.8
15077,55631,3.75
15078,55632,0
15079,55635,4.78
15080,55638,4.11
15081,55640,6.67
15082,55641,8.91
15083,55643,3.5
15084,55645,3.44
15085,55648,0
15086,55649,7.9
15087,55662,5.57
15088,55664,2.75
15089,55666,4
15090,55667,10
15091,55676,0
15092,55681,9.29
15093,55689,3.14
15094,55691,11.14
15095,55692,9
15096,55698,8.5
15097,55705,6.71
15098,55706,2.67
15099,55709,3.85
15100,55711,3
15101,55714,3.2
15102,55717,4.14
15103,55720,3.78
15104,55721,3.27
15105,55723,5.5
15106,55727,5.4
15107,55730,3.5
15108,55736,5
15109,55738,0
15110,55743,3.25
15111,55744,0
15112,55750,6.67
15113,55752,5.2
15114,55753,5.83
15115,55755,5.25
15116,55756,3
15117,55764,0
15118,55769,4.56
15119,55772,1
15120,55774,5.33
15121,55777,4.25
15122,55783,15
15123,55794,0
15124,55795,7
15125,55798,0
15126,55800,3
15127,55802,0
15128,55804,20
15129,55806,8.5
15130,55810,3.96
15131,55815,8.6
15132,55831,0
15133,55833,4
15134,55836,0
15135,55837,0
15136,55840,3.6
15137,55841,2
15138,55842,5.8
15139,55845,8.6
15140,55848,0
15141,55849,0
15142,55853,2.5
15143,55856,4.33
15144,55859,3
15145,55862,0
15146,55864,0
15147,55870,1
15148,55877,3.8
15149,55879,13.6
15150,55880,8.5
15151,55888,0
15152,55889,3.75
15153,55891,3.77
15154,55901,4
15155,55904,5.33
15156,55907,0
15157,55909,4.18
15158,55910,8.83
15159,55918,3.58
15160,55919,0
15161,55921,4.24
15162,55923,3.44
15163,55924,4.2
15164,55925,5.43
15165,55928,4.5
15166,55929,4.53
15167,55933,0
15168,55934,4.17
15169,55935,5
15170,55943,4.75
15171,55948,0
15172,55950,4.57
15173,55951,5.09
15174,55953,8.4
15175,55954,4.07
15176,55959,5.75
15177,55961,4.6
15178,55962,9.5
15179,55963,0
15180,55964,5.77
15181,55965,3.71
15182,55967,5
15183,55972,4
15184,55982,6.18
15185,55988,5.67
15186,55991,7.29
15187,55994,2.5
15188,55995,5
15189,55997,3.75
15190,56003,0
15191,56005,0
15192,56008,4.43
15193,56012,0
15194,56013,6.23
15195,56014,5.93
15196,56018,2.83
15197,56019,3.2
15198,56020,4.67
15199,56035,5.8
15200,56038,6.67
15201,56042,7.1
15202,56043,0
15203,56050,3.19
15204,56052,2
15205,56059,2.78
15206,56069,6.75
15207,56074,16
15208,56083,0
15209,56098,6.6
15210,56099,6.5
15211,56102,11.17
15212,56104,6.25
15213,56105,4.22
15214,56122,4.25
15215,56125,0
15216,56136,0
15217,56138,0
15218,56140,8.53
15219,56144,7.5
15220,56145,0
15221,56152,4.86
15222,56156,5
15223,56160,4.95
15224,56169,17.43
15225,56171,0
15226,56172,7.89
15227,56174,5.83
15228,56177,2.4
15229,56182,2.6
15230,56185,13
15231,56191,0
15232,56197,4.4
15233,56198,4
15234,56200,4
15235,56202,2.67
15236,56203,4.78
15237,56208,5.89
15238,56211,3.75
15239,56212,4
15240,56218,4.12
15241,56230,4.8
15242,56236,3.75
15243,56237,5.18
15244,56240,0
15245,56249,0
15246,56252,2
15247,56254,2.12
15248,56256,0
15249,56260,3.11
15250,56263,16.8
15251,56265,3
15252,56268,0
15253,56270,4.67
15254,56271,4.1
15255,56276,4.67
15256,56282,6.6
15257,56285,3.33
15258,56287,1
15259,56292,2.67
15260,56297,3.75
15261,56301,9.71
15262,56306,4.43
15263,56307,2.75
15264,56312,4.6
15265,56315,4.4
15266,56316,0
15267,56317,2.56
15268,56318,4.5
15269,56321,0
15270,56325,0
15271,56331,11.25
15272,56341,7
15273,56342,0
15274,56344,4.58
15275,56346,5.5
15276,56348,9.17
15277,56357,5.75
15278,56361,6.88
15279,56366,2.75
15280,56369,7.2
15281,56374,0
15282,56379,3.6
15283,56384,6.86
15284,56388,3.38
15285,56391,11.2
15286,56393,16.38
15287,56396,18
15288,56397,3.33
15289,56399,3.19
15290,56406,7.56
15291,56407,3
15292,56408,5
15293,56412,6.38
15294,56416,0
15295,56420,0
15296,56426,5.29
15297,56429,6.33
15298,56435,2.6
15299,56440,3.82
15300,56443,9
15301,56445,3.5
15302,56449,0
15303,56450,0
15304,56451,0
15305,56453,4.75
15306,56455,5.8
15307,56456,10.67
15308,56458,4.25
15309,56462,5
15310,56472,4.75
15311,56475,3.33
15312,56477,5.67
15313,56478,10
15314,56480,5
15315,56482,0
15316,56487,10
15317,56488,0
15318,56494,0
15319,56496,0
15320,56517,11
15321,56524,5
15322,56528,6.25
15323,56529,0
15324,56530,2.36
15325,56540,3.75
15326,56541,15
15327,56543,2.7
15328,56554,4.4
15329,56556,6.95
15330,56557,13.33
15331,56558,11.27
15332,56563,8.67
15333,56575,4.6
15334,56576,0
15335,56583,5
15336,56585,2
15337,56591,8.33
15338,56592,0
15339,56596,5.2
15340,56598,3.25
15341,56599,0
15342,56601,13.33
15343,56602,4.78
15344,56604,3.88
15345,56605,3
15346,56606,5.12
15347,56616,3.17
15348,56621,5.6
15349,56622,5.11
15350,56628,9.71
15351,56642,15.5
15352,56643,5.38
15353,56648,0
15354,56649,7.35
15355,56653,5.4
15356,56655,4.78
15357,56658,6.32
15358,56662,6.5
15359,56670,0
15360,56674,17.6
15361,56677,4.71
15362,56684,0
15363,56689,3.75
15364,56696,6.67
15365,56699,0
15366,56707,2
15367,56712,3.67
15368,56714,5.25
15369,56719,3.25
15370,56724,6
15371,56727,5
15372,56730,3.75
15373,56733,0
15374,56734,11.83
15375,56740,4.8
15376,56744,8
15377,56745,6.43
15378,56747,4.88
15379,56755,5.25
15380,56757,4
15381,56767,3.5
15382,56768,0
15383,56769,0
15384,56772,6.67
15385,56777,6
15386,56783,2
15387,56785,0
15388,56787,0
15389,56789,3.8
15390,56792,0
15391,56793,2.57
15392,56795,3.88
15393,56798,10.8
15394,56799,3.73
15395,56806,2.83
15396,56809,4.33
15397,56813,2.67
15398,56817,0
15399,56819,3.86
15400,56821,6.2
15401,56823,3.5
15402,56824,5.2
15403,56826,6.4
15404,56828,8.31
15405,56830,0
15406,56831,0
15407,56833,1
15408,56834,4.73
15409,56836,4.25
15410,56840,4.67
15411,56841,5.5
15412,56842,6.38
15413,56845,0
15414,56846,18.67
15415,56852,0
15416,56856,3.17
15417,56857,3
15418,56859,7
15419,56861,2.75
15420,56863,4.71
15421,56865,6
15422,56876,4.8
15423,56880,3.33
15424,56889,0
15425,56900,5.8
15426,56902,4
15427,56907,3.5
15428,56917,6.92
15429,56919,5.43
15430,56927,1
15431,56930,5
15432,56936,4.71
15433,56938,2
15434,56943,3.45
15435,56952,0
15436,56954,0
15437,56957,6.33
15438,56962,5.8
15439,56965,4
15440,56966,11.25
15441,56967,3
15442,56973,14
15443,56974,7.56
15444,56978,5.83
15445,56981,5.17
15446,56982,0
15447,56993,0
15448,56995,4
15449,56997,4.71
15450,57004,0
15451,57006,0
15452,57009,3.83
15453,57010,7
15454,57012,7.33
15455,57018,2.27
15456,57020,0
15457,57021,0
15458,57032,2.33
15459,57035,0
15460,57039,7.45
15461,57042,0
15462,57043,2.33
15463,57047,5
15464,57050,0
15465,57052,0
15466,57053,5.14
15467,57055,4.62
15468,57057,2.94
15469,57058,9.08
15470,57059,6.83
15471,57066,5.47
15472,57068,0
15473,57077,5
15474,57079,6.62
15475,57082,4.25
15476,57083,0
15477,57084,3.5
15478,57094,3.27
15479,57098,4.29
15480,57101,0
15481,57102,0
15482,57103,3.93
15483,57107,4.33
15484,57109,7.33
15485,57113,4.44
15486,57114,4.14
15487,57122,6.15
15488,57123,6.15
15489,57126,11
15490,57133,3.33
15491,57140,5.38
15492,57141,3.14
15493,57146,0
15494,57149,0
15495,57151,2.89
15496,57152,3
15497,57158,3.13
15498,57160,0
15499,57165,3.75
15500,57168,8.75
15501,57169,3.85
15502,57172,2.5
15503,57174,0
15504,57177,4.5
15505,57178,5.67
15506,57180,4
15507,57181,7
15508,57186,3.33
15509,57188,8.11
15510,57195,6.8
15511,57196,0
15512,57198,3.4
15513,57200,3.11
15514,57201,5.88
15515,57202,6.62
15516,57211,0
